DTXSID,true_cas,true_chemname,status,ATMOSPHERIC_HYDROXYLATION_RATE_.AOH._CM3.MOLECULE.SEC_OPERA_PRED,BIOCONCENTRATION_FACTOR_OPERA_PRED,BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED,BOILING_POINT_DEGC_OPERA_PRED,HENRYS_LAW_ATM.M3.MOLE_OPERA_PRED,OPERA_KM_DAYS_OPERA_PRED,OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED,SOIL_ADSORPTION_COEFFICIENT_KOC_L.KG_OPERA_PRED,OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED,MELTING_POINT_DEGC_OPERA_PRED,VAPOR_PRESSURE_MMHG_OPERA_PRED,WATER_SOLUBILITY_MOL.L_OPERA_PRED
DTXSID7029243,2786-76-7,C.I. Pigment Red 170,uc,2.06406e-11,17.8235,55.046,344.725,1.85931e-10,0.184125,9.46728,141515,5.26217,204.473,9.29753e-10,3.53157e-5
DTXSID7029245,2837-89-0,"2-Chloro-1,1,1,2-tetrafluoroethane",uc,9.49513e-15,23.6652,5.43383,-11.9084,0.0598452,0.429537,0.955015,95.0819,2.25366,-100.053,2883.86,0.0109919
DTXSID7029320,21245-02-3,2-Ethylhexyl 4-(dimethylamino)benzoate,uc,1.70824e-11,116.722,4.77267,305.17,3.93144e-8,0.627648,8.91488,1515.26,3.86294,18.7616,7.30748e-6,3.6906e-5
DTXSID7029611,120-56-9,Ethylenebis(oxyethylene) dibenzoate,uc,1.39469e-11,35.0214,4.22652,361.854,4.84146e-8,9.8969,10.4637,6314.31,2.83435,90.1716,2.43791e-8,6.32216e-6
DTXSID7029617,299-27-4,Potassium D-gluconate,uc,8.17183e-12,4.18355,3.55732,313.495,1.83519e-10,0.118091,8.21854,126.513,-2.38456,143.272,9.02688e-11,2.0848
DTXSID7029619,333-20-0,Potassium thiocyanate,uc,1.46317e-13,3.36411,7.56289,131.028,9.15947e-7,0.163756,2.1956,26.8532,-2.83771,173.08,0.327039,13.8593
DTXSID7029661,3452-97-9,"3,5,5-Trimethyl-1-hexanol",uc,2.34726e-11,74.6563,4.48895,193.809,4.03553e-5,0.189371,5.86243,90.5679,3.07063,5.20405,0.301665,0.00140341
DTXSID7029663,3794-83-0,Tetrasodium etidronate,uc,3.27167e-11,3.0003,3.67827,373.436,2.40378e-9,0.0909418,9.46416,47.4887,-0.901835,193.207,9.52088e-11,3.34461
DTXSID7029871,23593-75-1,Clotrimazole,uc,1.77578e-11,435.857,20.599,381.37,3.31647e-7,1.54092,11.7394,8280.13,4.79987,147.975,3.89325e-8,4.65875e-7
DTXSID7029879,65277-42-1,Ketoconazole,uc,2.52584e-11,35.7656,13.4329,392.568,4.41965e-8,8.07211,11.6758,48091.9,4.34768,145.964,2.66144e-10,1.57623e-4
DTXSID7030307,626-43-7,"3,5-Dichloroaniline",uc,2.31777e-11,16.0911,8.90461,260.829,5.31645e-7,0.127608,7.4935600000000004,310.787,2.89869,52.1078,0.110612,0.00460734
DTXSID7030698,10016-20-3,alpha-Cyclodextrin,uc,2.93488e-11,2.24726,234.651,370.554,2.7146e-11,0.232912,9.63932,44.039,-1.44891,201.207,2.06336e-9,0.389351
DTXSID7031797,129618-40-2,Nevirapine,uc,1.654e-11,17.8635,3.35392,332.299,1.7291e-10,1.10874,10.7901,790.255,1.80922,152.329,3.97756e-9,6.40908e-4
DTXSID7031955,721-50-6,Prilocaine,uc,1.70228e-11,14.1802,3.33812,299.635,1.98703e-10,0.105919,8.39282,140.491,2.1107,37.6648,1.16096e-6,6.63719e-4
DTXSID7032345,56-95-1,Chlorhexidine diacetate,uc,3.01984e-11,27.2361,35.5357,318.179,3.98485e-10,0.267624,9.59618,20613.9,1.3304,154.499,3.99756e-10,0.00158444
DTXSID7032393,72490-01-8,Fenoxycarb,nbc,1.67418e-11,18.2541,5.14604,315.079,4.85893e-10,0.445006,10.9359,1000.64,4.29686,53.3842,3.23655e-8,2.08394e-5
DTXSID7032424,104206-82-8,Mesotrione,nbc,7.02125e-11,3.1087,3.54023,412.126,1.01651e-9,0.67603,10.9158,57.7105,0.78305,110.453,2.94552e-10,9.13897e-4
DTXSID7032470,31218-83-4,Propetamphos,nbc,2.8474e-11,7.51185,4.45882,299.884,3.81962e-10,0.299836,9.78496,175.902,3.81558,6.6843,1.43287e-5,3.90773e-4
DTXSID7032474,1982-49-6,Siduron,uc,1.75357e-11,19.9222,3.33946,291.21,1.98996e-10,0.153334,9.12469,204.11,3.79799,135.643,4.03855e-9,7.91023e-5
DTXSID7032505,83657-22-1,Uniconazole,uc,2.87765e-11,113.485,3.17655,322.023,3.00773e-10,1.69446,10.5726,350.929,3.66889,152.983,3.89146e-5,2.89969e-5
DTXSID7032551,79622-59-6,Fluazinam,nbc,9.23844e-12,887296,4.6544,345.899,1.57861e-11,0.809563,10.7549,2031.62,4.00975,113.013,9.04397e-11,1.04164e-6
DTXSID7032553,62924-70-3,Flumetralin,nbc,1.37764e-11,35265.1,3.54617,347.757,1.77614e-6,1.16626,9.82341,9991.33,5.44683,101.973,2.39495e-7,1.759e-7
DTXSID7032555,103361-09-7,Flumioxazin,nbc,1.29459e-10,7.59518,3.3585,408.335,3.97977e-10,2.6019,11.6846,1306.23,2.54927,202.415,2.40069e-6,5.03755e-6
DTXSID7032557,134098-61-6,Fenpyroximate,uc,1.7413e-11,129.729,4.25601,353.084,8.15127e-8,3.56578,11.737,69821.1,5.00847,102.069,5.61295e-8,4.38199e-8
DTXSID7032559,91465-08-6,?-Cyhalothrin,uc,3.39547e-11,133.562,3.54485,422.641,1.12442e-8,9.66227,11.6907,181452,6.7988,49.3639,7.49911e-9,2.20272e-9
DTXSID7032630,1214-39-7,N-Benzyladenine,uc,7.05233e-11,2.38232,3.80822,327.141,5.92609e-10,0.130784,7.93976,79.6479,1.56666,232.991,1.80494e-11,2.79087e-4
DTXSID7032634,3478-94-2,Piperalin,uc,1.37461e-11,69.6258,3.3567,329.137,1.03251e-8,1.21522,9.21127,4998.32,4.30793,88.577,1.69099e-6,6.06056e-5
DTXSID7032638,175013-18-0,Pyraclostrobin,nbc,1.74763e-11,174.446,5.15004,335.991,1.49081e-7,1.7981,11.7081,1622.29,3.98987,116.214,8.47743e-9,4.90703e-6
DTXSID7032688,26002-80-2,Phenothrin,nbc,6.3856e-11,638.501,3.35011,350.152,2.84521e-8,2.67969,10.1296,95097.7,6.01219,61.3863,1.4267e-7,2.33029e-7
DTXSID70334425,3404-80-6,2-Ethyl-4-methyl-1-pentene,uc,6.76543e-11,207.044,5.4046,111.023,0.20441,3.09736,3.60782,454.597,4.09737,-114.013,37.3554,8.53953e-5
DTXSID7034250,470-90-6,Chlorfenvinphos,uc,1.74907e-11,73.6697,3.81656,373.839,3.32225e-9,0.27789,10.6045,295.683,3.80839,-19.6962,7.4545e-6,3.74367e-4
DTXSID7034252,149979-41-9,Tepraloxydim,nbc,1.14323e-10,19.7592,3.35636,333.285,2.82246e-9,0.497024,9.94637,2504.59,3.6877,97.9212,1.35361e-6,0.00125792
DTXSID7034256,58842-20-9,Nithiazine,uc,2.26605e-11,7.95145,3.55418,221.008,2.82998e-7,0.126425,4.43599,54.6045,0.791058,66.7041,0.00731218,0.183045
DTXSID7034335,101917-66-2,Imazethapyr ammonium,uc,1.2935e-11,4.26593,3.52308,277.227,2.99776e-10,0.633637,9.15553,7.11061,1.33541,174.887,2.11923e-10,0.00486458
DTXSID7034383,125401-92-5,Bispyribac-sodium,nbc,1.66784e-11,16.7461,4.22752,354.458,4.12419e-10,2.45589,10.2655,865.013,-1.02702,230.864,1.38303e-10,0.140504
DTXSID7034545,110488-70-5,Dimethomorph,nbc,2.03741e-11,77.4658,4.91337,418.338,4.33245e-9,1.2743,11.7089,2577.57,2.68022,147.942,7.35824e-9,7.35916e-5
DTXSID7034547,2758-42-1,"Dimethylamine 4-(2,4-dichlorophenoxy)butyrate",uc,1.32421e-11,3.46699,3.53939,324.304,1.46881e-9,0.0874687,8.52581,280.599,1.37763,88.2144,4.29731e-7,6.27691e-4
DTXSID7034549,165252-70-0,Dinotefuran,nbc,1.81445e-11,1.99391,4.64018,305.275,1.34343e-8,0.129699,7.76942,18.4608,-0.642555,189.503,4.58473e-7,0.195741
DTXSID7034624,239110-15-7,Fluopicolide,uc,1.51247e-11,81.4007,3.54306,349.21,2.88708e-10,0.715965,10.8387,2372.82,3.411,201.573,8.30238e-9,7.21826e-6
DTXSID7034674,125225-28-7,Ipconazole,uc,2.77906e-11,162.17,22.4614,319.772,5.6188e-8,2.31918,10.9862,1240.58,4.20802,89.1778,3.96404e-8,2.10149e-5
DTXSID7034676,42509-80-8,Isazofos,nbc,1.64097e-11,153.769,4.73117,331.243,3.04073e-7,2.36154,9.78096,102.61,3.81854,6.12476,8.70561e-5,2.4898e-4
DTXSID7034705,32351-70-5,Mecoprop-dimethylammonium,uc,1.3932e-11,3.69217,3.53297,297.982,1.65471e-9,0.0819801,8.6654,20.0971,1.37189,86.9732,1.90404e-5,0.00741697
DTXSID7034707,1929-86-8,Mecoprop-potassium,uc,1.3932e-11,3.69217,3.53297,297.982,1.65471e-9,0.0819801,8.6654,20.0971,-0.4074,154.615,1.90404e-5,0.00741697
DTXSID7034709,53780-34-0,Mefluidide,uc,1.84572e-11,1.48309,5.17182,263.136,2.01404e-11,0.60549,8.98433,199.872,2.02243,184,4.58725e-9,5.75797e-4
DTXSID7034753,173159-57-4,Foramsulfuron,nbc,2.34609e-11,3.84639,5.67465,265.108,1.03188e-11,0.34074,9.47205,50.2145,0.74537,175.182,4.33528e-10,0.00720225
DTXSID7034834,128-03-0,Potassium dimethyldithiocarbamate,uc,9.84218e-12,6.68783,23.6944,177.015,1.0326e-8,0.308695,3.36204,59.2181,-2.28396,102.547,0.189236,3.13688e-4
DTXSID7034961,111988-49-9,Thiacloprid,nbc,1.53422e-11,21.9921,3.53448,320.604,3.1752e-9,0.43088,8.17322,311.59,0.922488,140.02,1.24275e-7,7.24689e-4
DTXSID7035010,129-06-6,Sodium warfarin,uc,3.32515e-11,19.7165,6.66096,415.849,3.7093e-11,1.20646,10.522,957.347,0.67122,206.71,1.56567e-8,1.81358e-6
DTXSID7035301,53120-26-6,"(3E,13Z)-Octadecadien-1-yl acetate",uc,1.14931e-10,827.461,5.73218,354.653,2.61834e-7,0.891472,9.37085,6844.35,7.2959,-24.3975,5.03987e-6,3.28946e-6
DTXSID7035305,56578-18-8,(E)-5-Decen-1-ol,uc,7.30809e-11,136.56,4.46974,230.17,1.74233e-5,0.193154,7.53639,285.865,3.64112,6.63183,0.0032895,0.00116986
DTXSID7035644,3184-65-4,Sodium 2-benzyl-4-chlorophenate,uc,8.06824e-11,8725.3,8.61612,324.763,3.9191e-8,0.0978211,9.32648,2397.32,0.37738,62.4686,1.4185e-6,6.75335e-4
DTXSID7035696,15733-22-9,Sodium p-chloro-m-cresolate,uc,3.71439e-11,8.68909,3.5525,234.508,1.13034e-6,0.0530045,6.63284,83.3923,-1.09047,58.7027,0.049796,0.0269456
DTXSID7035725,31366-95-7,Sodium 4-(2-methylbutan-2-yl)phenolate,uc,2.94712e-11,94.5043,3.73086,262.12,6.21129e-7,0.156106,7.71285,3127.36,-0.174054,64.0226,0.00205254,0.00102885
DTXSID7037131,122320-73-4,Rosiglitazone,uc,1.76949e-11,16.5399,3.35111,324.875,2.04419e-9,0.263303,10.2678,2247.68,1.46344,177.897,5.02267e-9,2.49968e-5
DTXSID7037185,19774-82-4,Amiodarone hydrochloride,uc,2.37746e-11,844.629,9.03393,468.909,1.04464e-6,2.04961,11.6771,227090,2.24417,143.634,8.17046e-10,5.48882e-6
DTXSID7037478,41814-78-2,"2,7,8,9-Tricyclazole",uc,8.73669e-11,7.88723,5.28475,275.012,6.50728e-8,0.21717,7.43306,1232.84,1.69993,186.844,2.0114e-7,0.00661044
DTXSID7037505,95465-99-9,Cadusafos,uc,2.60711e-11,14.7678,141.323,296.255,9.43647e-6,0.126839,8.52732,396.293,3.9012,16.6736,8.9695e-4,9.18952e-4
DTXSID7037551,101-42-8,Fenuron,uc,1.72851e-11,5.4148,3.81747,309.498,1.88393e-9,0.1086,9.29205,25.1736,0.981261,133.536,3.70781e-5,0.0244339
DTXSID7037553,15457-05-3,Fluorodifen,uc,1.01748e-11,7580.95,3.5553,337.587,3.84849e-6,0.284414,7.80335,7248.89,3.64933,93.9765,6.9331e-6,6.05917e-6
DTXSID7037555,102851-06-9,tau-Fluvalinate,uc,2.51831e-11,240.12,3.54833,434.717,1.36481e-11,4.68365,10.2649,506061,6.03499,154.406,9.91473e-9,4.76887e-9
DTXSID7037715,24650-42-8,"2,2-Dimethoxy-1,2-diphenylethanone",uc,1.45261e-11,50.1633,4.94828,352.815,1.01893e-8,0.175127,8.62743,374.295,3.68304,78.4638,1.58903e-5,1.1868e-4
DTXSID7038816,3055-93-4,2-[2-(Dodecyloxy)ethoxy]ethanol,uc,1.9086e-11,380.532,4.94104,327.566,7.67932e-9,0.956474,10.2584,2246.5,4.70709,-11.1491,0.00179798,0.0116617
DTXSID7038864,88-24-4,"2,2'-Methylenebis(ethyl-6-tert-butylphenol)",uc,2.32806e-11,2100.65,55.6318,407.402,2.98171e-10,0.65372,9.4717,34579.9,7.47002,120.514,2.03797e-10,4.81681e-7
DTXSID7040152,497-76-7,Arbutin,uc,1.63205e-11,2.03788,4.70004,339.636,1.66768e-9,0.134415,9.46613,98.6462,-1.34967,199.458,1.91334e-10,0.0458254
DTXSID7040285,118-93-4,2-Hydroxyacetophenone,uc,1.92417e-12,6.01596,3.55959,218.112,1.18938e-7,0.157969,6.61381,68.5141,1.91945,9.89932,0.00412371,0.0609978
DTXSID7040287,1982-47-4,Chloroxuron,uc,1.485e-11,95.1357,4.89984,346.912,2.57244e-10,0.799709,10.6602,3544.78,3.69794,150.971,3.94704e-9,1.2845e-5
DTXSID7040360,163520-33-0,"4,5-dihydro-5,5-diphenyl-1,2-oxazole-3-carboxylic acid, ethyl ester",uc,1.77811e-11,88.3796,3.54632,363.43,4.16158e-8,0.394978,8.63984,533.926,3.15207,84.3575,8.55809e-7,2.48317e-5
DTXSID7040734,118-60-5,2-Ethylhexyl salicylate,uc,1.69109e-11,66.1214,3.3339,274.57,1.6042e-9,0.678342,9.44806,215.839,4.04342,27.5461,4.05453e-6,5.35985e-4
DTXSID7040736,23110-15-8,Fumagillin,uc,2.37119e-11,28.1552,7.12104,411.885,4.80082e-8,2.72611,10.2999,79037.9,4.36731,194.41,2.58798e-8,0.00152065
DTXSID7040788,121-00-6,2-tert-Butyl-4-methoxyphenol,uc,1.6453e-11,19.9259,3.7272,250.31,4.74179e-7,0.17512,7.77805,3702.77,3.20234,55.545,0.00179273,0.00546193
DTXSID7041047,99011-02-6,Imiquimod,uc,1.42598e-11,19.0641,4.00622,337.878,1.4385e-7,0.683859,11.4568,2712.69,2.86688,131.754,1.24776e-9,0.00148633
DTXSID7041201,67375-30-8,alpha-Cypermethrin,uc,3.41147e-11,338.97,3.35135,424.345,2.07474e-9,5.0024,11.7027,99845.4,6.59788,81.3899,3.06772e-9,3.57651e-8
DTXSID7041203,330980-61-5,"alpha-D-Glucopyranoside, 2-ethylhexyl 6-O-.alpha.-D-glucopyranosyl-",uc,1.17398e-11,3.96556,3.54293,351.476,1.70134e-11,0.313869,9.5519,83.0614,0.916157,204.156,6.76978e-10,0.303792
DTXSID7041205,512-13-0,(-)-alpha-Fenchol,uc,3.3328e-11,9.56729,6.23891,213.156,9.15565e-6,0.0914037,6.57452,1843.37,3.1702,46.171,0.0357015,0.0053693
DTXSID7041207,14960-06-6,"beta-Alanine, N-(2-carboxyethyl)-N-dodecyl-, monosodium salt",uc,1.18892e-11,28.6743,5.79429,331.977,1.67174e-8,0.198097,9.26858,3300.77,1.51401,111.145,3.38127e-8,0.00315721
DTXSID7041253,95-96-5,"3,6-Dimethyl-2,5-dioxo-1,4-dioxane",uc,2.4677e-12,2.60336,3.67498,226.733,1.84707e-9,0.106118,5.1833,66.8132,-0.743018,116.45,0.0249206,0.523223
DTXSID7041255,1655-29-4,"1,5-Naphthalenedisulfonic acid, disodium salt",uc,3.18419e-12,2.74252,11.7144,303.833,3.94198e-7,0.420983,9.12363,700.95,0.275032,152.195,6.5992e-10,0.434945
DTXSID7041380,624-15-7,"3,7-Dimethyl-2,6-octadienol",uc,2.23231e-10,7.60944,4.46853,227.422,5.60618e-7,0.092433,7.64617,96.8741,3.55828,6.78329,0.0300552,0.00150491
DTXSID7041382,79234-36-9,"2,7-Naphthalenedisulfonic acid, 5-(benzoylamino)-3-[[2-(4-cyclohexylphenoxy)phenyl]azo]-4-hydroxy-, disodium salt",uc,8.11284e-11,6.21273,57.1261,431.326,1.93127e-10,0.299619,9.55143,137019,3.43362,213.268,1.44771e-7,0.00581427
DTXSID7041413,6485-40-1,R-(-)-Carvone,uc,1.64966e-10,10.3952,3.48034,230.229,3.29157e-4,0.0911839,5.05726,213.171,2.36204,8.78191,0.103175,0.00873173
DTXSID7041465,75673-43-7,"3,4,4-Trimethyloxazolidine",uc,2.04301e-11,4.58367,4.97745,121.297,2.16092e-5,0.946831,3.35253,68.6099,0.519011,13.4496,11.7116,1.32799
DTXSID7041542,84-88-8,8-Hydroxyquinoline-5-sulfonic acid,uc,1.04015e-11,4.99065,3.35519,322.108,3.55903e-11,0.135048,8.36611,289.812,-0.256917,322.26,2.78053e-10,0.0717457
DTXSID7041544,21145-77-7,Tonalide,uc,1.36927e-11,2488.98,7.37811,324.434,4.81222e-5,0.72872,7.92686,2926.36,5.69897,53.8617,4.02086e-5,4.84204e-6
DTXSID7041623,15310-01-7,Benodanil,uc,1.03095e-11,96.2661,12.8429,350.867,1.50064e-10,0.106573,11.1779,660.902,2.85519,136.928,9.13867e-7,6.18972e-5
DTXSID7041627,30391-89-0,2-Amino-N-(1-methylethyl)benzamide,uc,1.7704300000000002e-11,8.4495,3.33967,296.255,1.45054e-9,0.0957204,8.13544,95.0468,0.809939,185.162,8.67046e-5,0.223758
DTXSID7041671,7785-70-8,(+)-alpha-Pinene,uc,5.38055e-11,336.514,7.18821,163.035,0.133474,3.32387,4.4445,2660.91,4.82559,-59.6218,4.71177,1.84611e-5
DTXSID7041675,76-49-3,Bornyl acetate,uc,1.38983e-11,41.3385,4.49535,221.045,5.1587e-4,0.281705,5.87223,400.344,4.29922,29.1519,0.226286,1.90496e-4
DTXSID7041702,109-21-7,Butyl butyrate,uc,1.05995e-11,10.7044,4.44321,169.2,4.73351e-4,0.139373,4.58254,109.994,2.5988,-86.1853,1.82366,0.0035827
DTXSID7041704,6408-80-6,C.I. Acid Blue 145,uc,1.84516e-11,3.70229,14.7347,337.709,3.79758e-11,0.455982,9.49358,99.2937,1.13007,227.945,6.012e-9,0.433696
DTXSID7041706,6104-58-1,C.I. Acid Blue 90,uc,8.38119e-11,6.17083,12.6507,472.534,9.15079e-9,0.334935,9.64802,133727,3.68972,207.798,2.18889e-6,1.42106e-6
DTXSID7041708,1320-07-6,"C.I. Acid Orange 24, monosodium salt",uc,1.38911e-11,23.2537,3.35261,327.942,1.15587e-9,0.175222,9.32618,11377.9,3.98433,203.547,8.63778e-11,9.89469e-4
DTXSID7041756,16118-49-3,Carbetamide,uc,1.87654e-11,2.30097,3.54387,269.835,3.13048e-10,0.143187,9.04918,229.071,1.29522,119.032,3.5599e-7,0.0144914
DTXSID7041831,82919-37-7,"Methyl 1,2,2,6,6-pentamethyl-4-piperidyl sebacate",uc,2.07706e-11,203.631,5.69655,347.686,2.45712e-7,2.80126,9.74848,11012,3.74529,159.799,1.22374e-6,1.74272e-4
DTXSID7041881,1639-66-3,Dioctyl sodium sulfosuccinate,uc,1.19197e-11,10.2879,5.67433,325.897,3.81157e-8,1.71593,10.4071,13726,2.25333,169.597,1.25594e-6,4.62074e-4
DTXSID7041883,1420-07-1,Dinoterb,uc,1.05583e-11,134.132,4.60625,333.907,6.79361e-8,0.131997,8.65255,2519.46,3.41543,124.918,7.22971e-5,1.93244e-5
DTXSID7041889,4712-55-4,Diphenyl phosphite,uc,7.55294e-11,53.6813,4.58512,353.386,1.30357e-6,0.684953,8.86356,320.852,3.52074,12.0014,2.42317e-5,2.60533e-4
DTXSID7041910,17109-49-8,Edifenphos,uc,1.80176e-11,32.5813,141.362,400.921,9.45591e-6,0.0913376,11.5312,724.017,3.48075,116.148,2.70074e-7,2.87828e-4
DTXSID7041962,78-07-9,Ethyltriethoxysilane,uc,1.95289e-11,9.3548,4.13897,158.479,4.03937e-4,0.786549,4.46734,110.058,2.8276,20.1569,5.5504,0.0240109
DTXSID7041964,38260-54-7,Etrimfos,uc,9.16801e-12,18.097,4.73298,349.11,3.18538e-7,2.38124,8.90017,206.734,0.42157,-3.29077,7.98744e-5,1.3759e-4
DTXSID7042011,97-78-9,N-Dodecanoyl-N-methylglycine,uc,1.18235e-11,121.049,5.72758,359.327,5.73087e-9,0.741988,10.6144,1364.12,3.79239,36.854,7.26872e-7,0.0147757
DTXSID7042013,30364-51-3,"Glycine, N-methyl-N-(1-oxotetradecyl)-, sodium salt",uc,1.19949e-11,31.6954,5.53792,347.672,9.77852e-9,0.569878,11.2867,2693.98,1.26175,50.8554,7.11053e-7,0.00479764
DTXSID7042015,13516-27-3,"Guanidine, N,N'''-(iminodi-8,1-octanediyl)bis-",uc,1.17435e-11,43.194,4.66686,270.921,1.75008e-9,0.319035,9.54698,8613.97,3.02727,146.524,3.68303e-10,1.75004
DTXSID7042019,69806-34-4,Haloxyfop,uc,1.05688e-11,4.96003,3.54539,322.288,8.65231e-9,0.807588,10.6127,751.863,3.99298,107.574,3.54963e-8,4.01247e-5
DTXSID7042061,125-12-2,Isobornyl acetate,uc,1.38983e-11,41.3385,4.49535,221.045,5.1587e-4,0.281705,5.87223,400.344,4.29922,29.1519,0.226286,1.90496e-4
DTXSID7042063,24353-61-5,Isocarbophos,uc,1.72114e-11,3.16575,3.33777,333.419,3.57715e-10,0.297835,10.5062,167.954,2.69977,79.1184,3.55482e-6,2.39789e-4
DTXSID7042148,61847-48-1,"Methyl 4-(((2,5-dichlorophenyl)amino)carbonyl)-2-((2-hydroxy-3-(((2-methoxyphenyl)amino)carbonyl)-1-naphthyl)azo)benzoate",uc,2.65315e-11,81.8274,85.9736,482.626,9.68368e-9,0.298333,9.57502,141379,6.24375,199.04,3.48753e-8,2.03762e-7
DTXSID7042196,138-22-7,Butyl lactate,uc,1.18366e-11,4.29068,4.64165,185.967,2.44103e-7,0.106232,4.94517,17.7316,1.67196,-27.9118,0.399954,0.273588
DTXSID7042198,1907-65-9,N-Butyl-p-toluenesulfonamide,uc,1.61721e-11,2.98815,3.35762,292.654,2.26661e-7,0.11917,8.69755,99.7606,2.51198,68.2784,9.17807e-7,0.00669955
DTXSID7042273,377788,"2,4-Diisopropylphenol",uc,2.15496e-11,92.5334,3.55864,255.172,1.61343e-6,0.206518,8.38185,3952.89,3.89538,58.5535,0.0106595,0.00156524
DTXSID7042352,13457-18-6,Pyrazophos,uc,1.66338e-11,8.90919,4.74563,350.811,7.73559e-9,0.962125,11.7092,243.16,3.79795,50.9442,3.89531e-7,1.1261e-5
DTXSID7042356,2110-18-1,2-(3-Phenylpropyl)pyridine,uc,2.42466e-11,295.99,4.8129,315.582,1.21675e-4,2.91959,7.45686,413.967,3.5047,14.5517,0.00546022,5.08811e-6
DTXSID7042431,26856-96-2,"Sulfuric acid, monoisononyl ester, sodium salt",uc,1.43609e-11,6.34943,3.65414,270.316,1.47163e-8,0.249664,8.61936,273.098,0.352011,155.103,2.66755e-5,0.0756731
DTXSID7042433,110-11-2,Octyl hydrogen sulfate,uc,9.58347e-12,6.35224,4.29273,268.316,1.51406e-8,0.31958,8.49103,193.227,1.34998,88.3359,2.62502e-5,0.0898742
DTXSID7042510,2275-23-2,Vamidothion,uc,1.84328e-11,1.14175,3.09733,333.913,1.00512e-9,0.106817,11.0542,107.075,1.02904,42.9792,1.14013e-5,6.88006
DTXSID7042514,87-99-0,Xylitol,uc,2.98113e-11,1.38999,6.64036,311.131,4.17464e-10,0.0874511,7.92072,57.2813,-2.45844,98.8164,4.31161e-10,4.20865
DTXSID7043875,49669-74-1,Aviglycine,uc,2.19067e-11,2.12595,3.5374,289.719,3.73891e-9,0.081616,7.89086,42.1749,-1.77446,199.958,5.59124e-8,4.00343
DTXSID7044130,68-35-9,Sulfadiazine,uc,8.9875e-12,2.9186,3.36135,302.353,7.56605e-11,0.110461,9.13358,114.994,-0.0886145,241.883,9.84843e-10,3.33942e-4
DTXSID7044340,145701-23-1,Florasulam,uc,9.33176e-12,2.62183,4.2807,305.27,1.66749e-10,1.13282,10.7374,130.217,1.51221,202.806,5.68172e-10,0.0176784
DTXSID7044342,203313-25-1,Spirotetramat,uc,2.04996e-11,33.9559,4.23826,354.703,1.10373e-8,0.690914,10.4093,137.795,3.60604,118.46,9.14447e-8,2.2141e-4
DTXSID7044344,422556-08-9,Pyroxsulam,uc,1.66112e-11,3.20914,5.1197,313.534,3.93848e-10,1.96922,10.3714,32.3253,1.54564,206.651,1.59105e-10,0.00736215
DTXSID7044392,93-04-9,2-Methoxynaphthalene,uc,3.6343e-11,317.056,5.3222,273.974,1.50307e-4,0.698248,5.78583,2871.49,3.4689,25.6905,0.00538822,1.61809e-4
DTXSID7044429,4422-95-1,"1,3,5-Benzenetricarbonyl trichloride",uc,8.87355e-12,4.81764,5.78562,329.511,1.49475e-7,8.32424,7.9267,122.5,2.0972,36.4867,5.21873e-5,2.85079e-5
DTXSID7044506,103-45-7,2-Phenylethyl acetate,uc,1.28381e-11,8.65221,4.29824,230.433,6.77454e-5,0.0976112,5.23171,77.7927,2.30234,-30.3487,0.0314165,0.0023216
DTXSID7044637,2814-77-9,D&C Red No. 36,uc,1.57112e-11,2017.7,7.14664,335.158,6.79657e-8,0.543447,11.3046,6014.32,4.18076,181.923,5.76431e-10,2.47221e-6
DTXSID7045021,59-46-1,Procaine,uc,1.69031e-11,3.82151,4.88021,306.756,1.62924e-9,0.30648,9.4928,268.644,2.13894,61.0858,1.91676e-5,0.0298381
DTXSID7045075,16722-51-3,Tosylate,uc,2.32351e-12,5.4017,4.97523,291.972,1.34127e-8,0.115677,7.71324,73.5089,1.21514,104.323,8.87098e-7,3.59185
DTXSID7045318,531-75-9,Esculin,uc,1.80972e-11,1.969,6.73224,376.405,1.51887e-11,0.142212,9.47959,41.3969,-1.07294,242.529,1.49804e-8,0.0191389
DTXSID7045526,96036-03-2,Meropenem,uc,2.36292e-11,1.28155,35.208,335.911,5.8369e-12,0.188802,9.36072,175.475,0.731439,166.076,9.52335e-12,0.00905224
DTXSID7046201,113617-63-3,Orbifloxacin,uc,2.40088e-11,2.4732,7.3531,323.335,1.32629e-11,0.313537,9.45333,2559.44,1.36117,222.56,1.3645e-9,0.01093
DTXSID7046548,355-42-0,Perflexane,uc,4.9541e-16,943.812,7.56795,56.6049,0.0131782,0.144913,0.958836,3302.5,3.75478,-87.1786,219.998,3.53558e-5
DTXSID7046673,188627-80-7,Eptifibatide,uc,1.85212e-10,4.00914,95.7231,342.837,2.40584e-11,0.231615,9.6183,2204.75,0.989188,167.964,1.07044e-7,0.0171045
DTXSID7046702,80370-57-6,Ceftiofur,uc,6.4613e-11,3.44951,145.03,327.165,1.65152e-11,0.343794,9.50786,199.692,-0.014668,190.838,1.4508e-9,4.38899e-5
DTXSID7046756,638-94-8,Desonide,uc,6.25714e-11,4.14161,98.3266,412.627,5.63427e-11,0.953571,9.51526,53761.6,2.68902,273.865,4.43959e-10,3.21386e-5
