"DTXSID","true_cas","true_chemname","status","cluster","Active_ingredient_in_products","Inert_ingredient_in_products","Labeled_for_nonfood_use","Pesticides","Air_near_source","Artificial_liquids","Arts_and_crafts_or_office_supplies","Chemicals_that_emit_or_offgas","Children_products_and_toys","Electronics","General_consumer_product","Household_care_and_cleaning_products","Personal_care","Vehicles","Bottled_and_finished_water_for_consumption","Product_manufacturing","Crops_and_animal_feed","Food","Human_food_from_animals","Food_additive","Food_supplement","Furniture","Home_maintenance_.and_building_materials","Groundwater","Surface_water","Home_outdoor_cleaning","Occupational_products","Petrochemicals","Pharmaceutical","Soil","Wastewater","Substances_in_contact_with_food"
"DTXSID001016618","111031-17-5","Clethodim-sulfone","uc",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID001017842","2599-11-3","Hydroxysimazine","uc",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID001017911","1115248-09-3","Desulfinylfipronil amide","uc",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID0020319","1897-45-6","Chlorothalonil","nbc",6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"DTXSID0020442","94-75-7","2,4-Dichlorophenoxyacetic acid","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"DTXSID0020446","330-54-1","Diuron","bc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"DTXSID0021337","148-79-8","Thiabendazole","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0
"DTXSID0022018","298-04-4","Disulfoton","bc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID0023901","25057-89-0","Bentazone","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"DTXSID0023955","90982-32-4","Chlorimuron-ethyl","uc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"DTXSID0024000","1861-32-1","Chlorthal-dimethyl","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID0024345","82097-50-5","Triasulfuron","bc",6,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"DTXSID0032493","55219-65-3","Triadimenol","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"DTXSID0032497","55335-06-3","Triclopyr","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"DTXSID0032520","131860-33-8","Azoxystrobin","bc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"DTXSID0032601","94361-06-5","Cyproconazole","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0034936","74222-97-2","Sulfometuron-methyl","uc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"DTXSID0037495","1007-28-9","Deisopropylatrazine","uc",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"DTXSID0038338","61949-76-6","(+/-)-cis-Permethrin","nbc",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID0043719","205650-65-3","Fipronil-desulfinyl","nbc",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID0052704","3369-52-6","Endosulfan ether","uc",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID0052839","35045-02-4","Metribuzin-DA","uc",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"DTXSID101017788","112721-87-6","cis-propiconazole","uc",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID101017883","113210-98-3","(Z)-Dimethomorph","uc",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID101017914","120523-07-1","trans-propiconazole","uc",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID10150323","113210-97-2","Dimethomorph, (E)-","uc",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID1020855","298-00-0","Methyl parathion","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID1020930","54-11-5","Nicotine","uc",6,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
"DTXSID1021160","1918-02-1","Picloram","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"DTXSID1022265","15972-60-8","Alachlor","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"DTXSID1023990","21725-46-2","Cyanazine","uc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"DTXSID1023998","52315-07-8","Cypermethrin","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID1024091","759-94-4","EPTC","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID1024122","1071-83-6","Glyphosate","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID1024124","79277-27-3","Thifensulfuron methyl","uc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID1024174","78-48-8","Tribufos","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID1032355","81777-89-1","Clomazone","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID1032482","96182-53-5","Tebupirimfos","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID1033161","1646-87-3","Aldicarb sulfoxide","uc",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID1037484","194992-44-4","Acetochlor OA","uc",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"DTXSID1037486","171262-17-2","Alachlor OA","uc",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"DTXSID1037567","171118-09-5","Metolachlor ESA","uc",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"DTXSID1037806","3397-62-4","6-Chloro-1,3,5-triazine-2,4-diamine","uc",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"DTXSID1038666","5598-15-2","Chlorpyrifos oxon","uc",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"DTXSID1038743","136-85-6","5-Methyl-1H-benzotriazole","uc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"DTXSID1040372","133855-98-8","Epoxiconazole","uc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"DTXSID1042443","56070-16-7","Terbufos sulfone","uc",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID1058185","79277-67-1","Thifensulfuron","uc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID1058474","76960-87-7","O-ethyl O-methyl S-propylphosphorothioate (metabolite of ethoprop)","uc",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID10872811","951659-40-8","Flupyradifurone","uc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID2020347","56-72-4","Coumaphos","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
"DTXSID2020420","23950-58-5","Propyzamide","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID2020684","319-84-6","alpha-1,2,3,4,5,6-Hexachlorocyclohexane","uc",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID2020686","58-89-9","Lindane","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID2021995","134-62-3","DEET","nbc",6,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
"DTXSID2022254","13071-79-9","Terbufos","uc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"DTXSID2024086","563-12-2","Ethion","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID2024113","944-22-9","Fonofos","uc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID2024163","330-55-2","Linuron","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID2032398","131341-86-1","Fludioxonil","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID2034330","150114-71-9","Aminopyralid","uc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"DTXSID2034465","210880-92-5","Clothianidin","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"DTXSID2034962","153719-23-4","Thiamethoxam","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"DTXSID2037552","201668-31-7","Flufenacet OA","uc",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID2044345","500008-45-7","Chlorantraniliprole","uc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"DTXSID2058174","736994-63-1","Cyantraniliprole","uc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID20868301","77521-29-0","(+/-)-alpha-Amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid","uc",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID3020122","86-50-0","Azinphos-methyl","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID3020413","96-12-8","1,2-Dibromo-3-chloropropane","bc",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID3021196","139-40-2","Propazine","bc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"DTXSID3022162","1689-84-5","Bromoxynil","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID3023897","43121-43-3","Triadimefon","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"DTXSID3023899","1861-40-1","Benfluralin","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID3023974","98-57-7","4-Chlorophenyl methyl sulfone","uc",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID3024102","22224-92-6","Fenamiphos","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID3024152","81335-37-7","Imazaquin","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"DTXSID3024154","36734-19-7","Iprodione","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID3024239","19666-30-9","Oxadiazon","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID3024287","81335-77-5","Imazethapyr","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"DTXSID3024316","34014-18-1","Tebuthiuron","uc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"DTXSID3032412","81405-85-8","Imazamethabenz methyl ester","uc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"DTXSID3032464","41198-08-7","Profenofos","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID3032628","161050-58-4","Methoxyfenozide","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"DTXSID3034664","114311-32-9","Imazamox","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"DTXSID3037541","1031-07-8","Endosulfan sulfate","uc",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID3037547","31972-44-8","Fenamiphos sulfone","uc",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"DTXSID3037626","90-98-2","4,4'-Dichlorobenzophenone","uc",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID3051834","1942-71-8","2-(4-tert-Butylphenoxy)cyclohexanol","uc",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID30886374","59897-93-7","Cyclopropanecarboxylic acid, 3-(2,2-dichloroethenyl)-2,2-dimethyl-, methyl ester, (1R,3R)-rel-","uc",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID4020373","72-54-8","p,p'-DDD","nbc",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID4020458","2921-88-2","Chlorpyrifos","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID4020791","121-75-5","Malathion","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"DTXSID4021268","122-34-9","Simazine","bc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"DTXSID4021395","1582-09-8","Trifluralin","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID4022020","314-40-9","Bromacil","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"DTXSID4022448","51218-45-2","Metolachlor","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"DTXSID4024018","1918-00-9","Dicamba","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"DTXSID4024145","51235-04-2","Hexazinone","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"DTXSID4024193","94-81-5","MCPB","uc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"DTXSID4024195","94-74-6","MCPA","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"DTXSID4024272","7287-19-6","Prometryn","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"DTXSID4024274","1918-16-7","Propachlor","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID4024276","2312-35-8","Propargite","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID4024729","10605-21-7","Carbendazim","uc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID4026214","101-20-2","Triclocarban","uc",6,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
"DTXSID4027608","5915-41-3","Terbutylazine","bc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID4032372","119446-68-3","Difenoconazole","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID4032376","87674-68-8","Dimethenamid","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"DTXSID4032459","298-02-2","Phorate","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID4032611","13194-48-4","Ethoprop","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID4032615","98967-40-9","Flumetsulam","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"DTXSID4034609","120068-37-3","Fipronil","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"DTXSID4037530","380412-59-9","Dimethenamid OA","uc",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"DTXSID4037536","2497-07-6","Oxydisulfoton","uc",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID4037538","17356-42-2","Ethion monooxon","uc",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID4037580","1113-02-6","Omethoate","uc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID4037584","527-20-8","Pentachloroaniline","uc",6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID4037586","2600-69-3","Phorate oxon","uc",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"DTXSID4038346","5103-74-2","trans-Chlordane","uc",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID4058499","961-22-8","Azinphos-methyl oxon","uc",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID5020449","62-73-7","Dichlorvos","bc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"DTXSID5020576","57-63-6","17alpha-Ethinylestradiol","bc",6,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
"DTXSID5020819","950-37-8","Methidathion","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID50219963","6967-29-9","2-Chloro-N-(2,6-diethylphenyl)acetamide","uc",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID5022510","1570-64-5","4-Chloro-2-methylphenol","uc",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID5024211","15299-99-7","Napropamide","uc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID5024261","732-11-6","Phosmet","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID5024344","2303-17-5","Tri-allate","uc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID5032365","1194-65-6","Dichlobenil","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID5032442","138261-41-3","Imidacloprid","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"DTXSID5032577","79538-32-2","Tefluthrin","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID5034270","104098-48-8","Imazapic","nbc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"DTXSID5035957","68359-37-5","Cyfluthrin","bc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID5037494","6190-65-4","Deethylatrazine","uc",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"DTXSID5037523","962-58-3","Diazoxon","uc",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID5037571","950-35-6","Methylparaoxon","uc",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID5037602","1035330-36-9","Tebupirimfos OA","uc",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID5037604","56070-15-6","Terbufos OA sulfone","uc",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID5040704","130-15-4","1,4-Naphthoquinone","uc",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID5047037","335104-84-2","Tembotrione","uc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"DTXSID50572949","111031-14-2","2-[1-({[(2E)-3-Chloroprop-2-en-1-yl]oxy}amino)propylidene]-5-[2-(ethanesulfinyl)propyl]cyclohexane-1,3-dione","uc",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
