INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,ATMOSPHERIC_HYDROXYLATION_RATE_(AOH)_CM3/MOLECULE*SEC_OPERA_PRED,BIOCONCENTRATION_FACTOR_OPERA_PRED,BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED,BOILING_POINT_DEGC_OPERA_PRED,HENRYS_LAW_ATM-M3/MOLE_OPERA_PRED,OPERA_KM_DAYS_OPERA_PRED,OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED,SOIL_ADSORPTION_COEFFICIENT_KOC_L/KG_OPERA_PRED,OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED,MELTING_POINT_DEGC_OPERA_PRED,VAPOR_PRESSURE_MMHG_OPERA_PRED,WATER_SOLUBILITY_MOL/L_OPERA_PRED
DTXSID4040002,DSSTox_Substance_Id,DTXSID4040002,Monobutyl phthalate,9.26979e-12,2.86324,3.52471,304.763,3.18493e-09,0.0941144,9.03678,158.583,2.37223,73.7865,6.17513e-07,0.0106526
DTXSID4041448,DSSTox_Substance_Id,DTXSID4041448,"2-Propanol, 1,1'-[(1-methyl-1,2-ethanediyl)bis(oxy)]bis-",2.71011e-11,1.26422,3.81132,254.839,1.15763e-08,0.12301,7.84357,23.1194,0.0778613,32.0172,7.61185e-05,2.04482
DTXSID4042044,DSSTox_Substance_Id,DTXSID4042044,Hexanol,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID4043937,DSSTox_Substance_Id,DTXSID4043937,Dimethyl sulfone,1.3828e-12,4.11596,14.1433,237.93,2.55956e-08,0.145382,2.60677,4.02321,-1.40722,108.634,0.116368,0.0813028
DTXSID4044799,DSSTox_Substance_Id,DTXSID4044799,2-tert-Butylcyclohexanol,2.80047e-11,59.1969,3.58089,213.262,2.20188e-05,0.104548,6.70993,425.456,3.20041,44.6555,0.0334621,0.00199249
DTXSID4044878,DSSTox_Substance_Id,DTXSID4044878,Propyl benzoate,1.37901e-11,8.32263,4.47789,222.364,0.000119939,0.147414,5.23171,96.3381,3.00521,-49.0568,0.132169,0.00215491
DTXSID4047620,DSSTox_Substance_Id,DTXSID4047620,2-Methylpyrazine,1.42606e-11,2.75878,5.39909,137.181,2.20629e-06,0.322293,4.16578,29.9235,0.211271,-28.3137,7.99965,10.525
DTXSID4052215,DSSTox_Substance_Id,DTXSID4052215,beta-Phellandrene,1.67941e-10,308.168,2.93338,171.528,0.049642,3.50276,4.47979,2361.73,4.11642,-24.5934,1.58529,2.26525e-05
DTXSID4052635,DSSTox_Substance_Id,DTXSID4052635,1'-Acetonaphthone,2.44179e-12,121.681,5.33957,299.504,1.72909e-06,0.129554,6.90602,1217.56,3.05533,40.8207,0.0003947,0.000438404
DTXSID4058948,DSSTox_Substance_Id,DTXSID4058948,"Benzaldehyde, 3,4,5-trimethoxy-",2.8373e-11,5.79733,3.67845,286.006,2.45702e-07,0.938618,6.08861,118.814,1.39017,47.3494,0.000711288,0.00760131
DTXSID4061337,DSSTox_Substance_Id,DTXSID4061337,"Ethanone, 1-[4-(1,1-dimethylethyl)phenyl]-",1.28611e-11,81.3327,4.36785,251.311,0.000104428,0.507836,5.73156,310.854,3.34422,12.422,0.152976,0.00978626
DTXSID4061468,DSSTox_Substance_Id,DTXSID4061468,1-Methyl-3-propylbenzene,1.20271e-11,535.039,3.25083,183.469,0.00807191,1.24433,4.58549,1900.28,4.66773,-60.146,2.57056,0.000245972
DTXSID4062016,DSSTox_Substance_Id,DTXSID4062016,"Formic acid, 2-propenyl ester",2.73316e-11,2.32278,4.44029,83.5612,0.000214485,0.144291,2.664,17.0421,0.769482,-78.7572,75.2145,0.437776
DTXSID4062436,DSSTox_Substance_Id,DTXSID4062436,2-Heptenal,4.18699e-11,7.70821,4.28125,165.868,8.46692e-05,0.620366,3.9586,26.6887,2.08286,-47.7005,1.02913,0.0223893
DTXSID4073885,DSSTox_Substance_Id,DTXSID4073885,"Propanoic acid, 2-hydroxy-2-methyl-, ethyl ester",8.56486e-12,3.17096,4.119,150.098,8.39999e-07,0.0883898,4.36114,19.1484,0.141783,-40.5474,0.544723,1.2496
DTXSID40862240,DSSTox_Substance_Id,DTXSID40862240,"2,3-Dimethylhexane",6.64567e-12,519.633,25.4074,113.5,0.37635,7.10363,3.4925,377.358,3.50536,-103.572,23.2157,1.34494e-05
DTXSID40862508,DSSTox_Substance_Id,DTXSID40862508,3-Methylundecane,1.91951e-11,597.646,4.82874,208.505,0.145737,4.26645,5.25562,1409.63,5.92185,-66.5513,0.708454,6.9631e-08
DTXSID40862523,DSSTox_Substance_Id,DTXSID40862523,"2(3H)-Furanone, 5-ethenyldihydro-5-methyl-",2.77875e-11,2.85459,4.89527,196.399,9.06867e-08,0.0951549,4.46811,50.7816,0.753236,-12.2711,1.46707,0.150027
DTXSID40862922,DSSTox_Substance_Id,DTXSID40862922,3-Phenyldodecane,1.60852e-11,505.661,4.11178,312.976,9.31165e-05,6.85009,8.14079,15245.3,8.09864,2.00253,0.000250056,1.044e-08
DTXSID40863297,DSSTox_Substance_Id,DTXSID40863297,1-Isopropoxy-2-propanol,2.01516e-11,5.20744,4.12171,137.683,8.56008e-07,0.062568,4.46753,20.2798,0.670666,-51.1165,2.18172,3.32888
DTXSID40863959,DSSTox_Substance_Id,DTXSID40863959,"1,2-Hexanediol",2.54102e-11,4.95834,3.56094,230.222,1.08758e-07,0.0813036,7.41082,27.5019,0.829822,71.165,0.0351058,2.44331
DTXSID40866425,DSSTox_Substance_Id,DTXSID40866425,1-(2-Butoxyethoxy)ethanol,4.06945e-11,3.08523,3.81344,193.131,5.04545e-07,0.21977,6.7255,38.3501,1.01834,-28.2076,0.0734317,0.765734
DTXSID40879237,DSSTox_Substance_Id,DTXSID40879237,trans-Hex-2-enyl acetate,7.59563e-11,8.50113,4.6397,166.024,0.000460972,0.245077,4.4981,64.073,2.58494,-66.8354,1.31488,0.0110772
DTXSID40903960,DSSTox_Substance_Id,DTXSID40903960,Terpenes,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID40905045,DSSTox_Substance_Id,DTXSID40905045,(+)-trans-4-Thujanol,3.36147e-11,35.8142,5.583,212.851,1.46729e-05,0.113897,6.57452,1333.54,3.15637,112.557,0.0578377,0.00500059
DTXSID501009430,DSSTox_Substance_Id,DTXSID501009430,"(+)-1,2-Propanediol",1.2016e-11,3.38004,4.268,187.669,6.05478e-08,0.0593024,6.73741,2.3048,-0.918877,-59.8063,0.127532,13.1545
DTXSID501015853,DSSTox_Substance_Id,DTXSID501015853,3-(1-Methylethyl)cyclohexene,6.33253e-11,285.252,3.62812,141.936,0.059128,4.01711,3.9224,742.363,4.39654,-60.039,4.55399,3.31547e-05
DTXSID5020499,DSSTox_Substance_Id,DTXSID5020499,"N,N-Dimethylacetamide",1.35468e-11,1.60659,4.14859,165.019,1.3141e-08,0.189326,4.95975,56.723,-0.771196,-20.1223,2.00752,11.8857
DTXSID5021625,DSSTox_Substance_Id,DTXSID5021625,p-Isopropenylacetophenone,4.04625e-11,18.7664,3.73343,261.544,2.12059e-05,0.557963,5.79476,259.543,2.60548,-8.46255,0.162133,0.0130278
DTXSID5021910,DSSTox_Substance_Id,DTXSID5021910,Pyrrole,1.09429e-10,3.93485,4.46617,129.727,1.79434e-05,0.185924,4.26091,6.59445,0.748849,-23.4488,8.34387,0.683159
DTXSID5025285,DSSTox_Substance_Id,DTXSID5025285,Ethylene glycol diethyl ether,5.74504e-11,3.53622,5.1983,119.356,9.55929e-05,0.783085,4.01568,31.0811,0.66026,-74.2243,33.7495,0.348389
DTXSID5025318,DSSTox_Substance_Id,DTXSID5025318,Ethyl vinyl ketone,1.99242e-11,4.11834,4.99716,97.8194,5.51333e-05,0.119769,3.26827,16.9655,0.9006,-63.8331,21.893,0.723225
DTXSID5025572,DSSTox_Substance_Id,DTXSID5025572,Methyl benzoate,8.26245e-12,5.17434,3.66983,199.042,3.93316e-08,0.166625,4.45286,124.446,2.12004,-15.4514,0.37542,0.0150015
DTXSID5027223,DSSTox_Substance_Id,DTXSID5027223,Butyl propionate,7.03231e-12,5.69888,4.44401,146.92,0.000395478,0.145375,4.08966,66.7989,2.20152,-89.3726,4.05808,0.0116059
DTXSID5031131,DSSTox_Substance_Id,DTXSID5031131,Dipentyl phthalate,1.39576e-11,245.574,4.77822,341.909,8.87366e-08,0.385494,9.39974,1690.6,5.61648,-21.1475,7.1235e-06,2.85721e-05
DTXSID50338426,DSSTox_Substance_Id,DTXSID50338426,"4,5-Nonadiene",9.19935e-11,105.913,4.74606,152.975,0.0719647,3.2975,3.68628,178.143,4.52393,-82.7495,8.11446,3.9304e-06
DTXSID5044154,DSSTox_Substance_Id,DTXSID5044154,"2,2'-Dicyanodiethyl ether",3.78472e-12,1.18593,3.67448,305.768,2.50247e-07,0.211355,4.30905,21.7351,0.118155,-26.0432,0.00017621,5.34983
DTXSID5044360,DSSTox_Substance_Id,DTXSID5044360,"3,7-Dimethyloctan-1-ol",3.00915e-11,111.673,5.34314,212.479,2.24358e-05,0.312433,6.86401,199.161,3.75705,2.54504,0.0960796,0.000447547
DTXSID5044495,DSSTox_Substance_Id,DTXSID5044495,4-(4-Hydroxyphenyl)butan-2-one,1.21562e-11,8.6904,3.54817,269.919,1.64651e-08,0.0994422,8.42344,98.7524,1.65453,104.56,6.97829e-05,0.0341669
DTXSID5044574,DSSTox_Substance_Id,DTXSID5044574,"2,4-Dimethyl-3-cyclohexene-1-carboxaldehyde",1.13424e-10,29.9686,3.53252,203.138,7.517e-05,0.105955,4.31875,267.177,2.56531,-4.13846,0.284192,0.0111551
DTXSID50460872,DSSTox_Substance_Id,DTXSID50460872,(+)-Sativene,5.73642e-11,1338.09,174.408,260.206,0.00545368,29.6242,6.56208,130128.0,5.28854,-18.6443,0.00993135,1.20242e-05
DTXSID5049655,DSSTox_Substance_Id,DTXSID5049655,L-Dilactide,2.4677e-12,2.60336,3.67498,226.733,1.84707e-09,0.106118,5.1833,66.8132,-0.743018,116.45,0.0249206,0.523223
DTXSID5051521,DSSTox_Substance_Id,DTXSID5051521,Phenyl isocyanate,2.14817e-12,6.73664,4.58114,163.132,2.13534e-07,0.146086,3.6517,39.4235,1.16642,45.5265,2.55031,0.0243146
DTXSID5051602,DSSTox_Substance_Id,DTXSID5051602,"1-Phenyl-1,2-propanedione-2-oxime",2.12011e-12,9.74837,3.56474,287.492,2.13332e-09,0.0985731,7.50417,144.189,1.60913,113.966,1.88296e-05,0.00475323
DTXSID5052256,DSSTox_Substance_Id,DTXSID5052256,2-Methylhexane,6.43485e-12,287.255,3.03653,91.4768,0.421303,0.953834,3.32703,304.541,4.08804,-118.519,65.8064,2.59699e-05
DTXSID5052626,DSSTox_Substance_Id,DTXSID5052626,Umbelliferone,4.29345e-11,5.02263,3.53744,290.975,5.28079e-10,0.134375,8.66432,237.399,1.58014,230.194,3.72835e-06,0.00636406
DTXSID5052672,DSSTox_Substance_Id,DTXSID5052672,(L)-alpha-Terpineol,7.9782e-11,9.17552,2.66041,219.067,2.23645e-06,0.118183,7.15546,186.165,2.98107,37.1122,0.0422332,0.00545271
DTXSID5059791,DSSTox_Substance_Id,DTXSID5059791,Homovanillic acid,1.14417e-11,4.02394,3.53721,273.732,7.28674e-10,0.422742,7.94001,130.932,0.33336,144.074,2.19696e-07,0.0108656
DTXSID5060275,DSSTox_Substance_Id,DTXSID5060275,"Propanoic acid, 2-methyl-, methyl ester",2.21256e-12,4.04205,4.12606,92.0337,0.000245494,0.123121,2.8851,10.1855,1.4603,-84.3745,49.7965,0.242611
DTXSID5060805,DSSTox_Substance_Id,DTXSID5060805,"Propane, 2-ethoxy-",1.36637e-11,6.1521,5.45093,59.4934,0.00123297,0.194603,2.80574,22.1786,1.29779,-108.183,195.801,0.277986
DTXSID5060938,DSSTox_Substance_Id,DTXSID5060938,"Benzenesulfonamide, N,4-dimethyl-",7.11743e-12,2.3668,5.78674,289.182,7.42625e-08,0.110144,7.65701,75.7827,1.28041,78.5852,6.78603e-06,0.0131329
DTXSID5061168,DSSTox_Substance_Id,DTXSID5061168,1-Undecene,5.6451e-11,870.637,5.23587,192.722,0.0670719,1.2352,4.98368,515.668,5.60278,-47.2117,0.489527,7.28022e-07
DTXSID5061532,DSSTox_Substance_Id,DTXSID5061532,"Cyclohexane, isothiocyanato-",1.79663e-11,22.4093,5.44819,220.163,1.62595e-05,0.36722,3.76012,39.9815,2.97855,37.967,0.226047,0.00036429
DTXSID5062633,DSSTox_Substance_Id,DTXSID5062633,Pentadecanal,2.03346e-11,1607.38,8.23116,292.327,1.14013e-05,9.2294,7.3718,2959.46,6.58583,25.0731,0.00524789,6.28676e-06
DTXSID5066116,DSSTox_Substance_Id,DTXSID5066116,4-Heptanamine,1.67264e-11,12.2358,4.33799,139.71,2.31905e-05,0.108034,4.91892,22.885,2.49522,-45.3981,4.82878,0.0504181
DTXSID5075284,DSSTox_Substance_Id,DTXSID5075284,"1,4-Dimethylcyclohexane",1.3236e-11,245.092,4.77943,122.747,0.137325,3.40451,3.47664,520.356,4.10884,-84.84,17.7421,3.50355e-05
DTXSID50860878,DSSTox_Substance_Id,DTXSID50860878,6-​Dodecene,8.69607e-11,810.604,5.04625,220.533,0.0660546,2.05639,5.77071,1061.96,5.86134,-74.5617,0.19311,9.66668e-08
DTXSID50862478,DSSTox_Substance_Id,DTXSID50862478,1-(Cyclohex-1-en-1-yl)ethan-1-one,7.74228e-11,7.3118,3.72685,201.521,2.14824e-05,0.114631,4.30842,106.26,1.80258,71.6543,0.871635,0.0278998
DTXSID50862554,DSSTox_Substance_Id,DTXSID50862554,"Cyclopentanone, 2-methyl-",7.74378e-12,3.95914,4.05841,138.744,1.61375e-05,0.0871208,4.16461,116.653,1.08475,-74.5842,3.93426,0.16528
DTXSID50864593,DSSTox_Substance_Id,DTXSID50864593,Dec-3-enoic acid,3.72007e-11,3.05208,3.54858,283.141,1.51565e-07,0.256024,7.71285,446.546,3.56255,17.9319,0.000600767,0.000788965
DTXSID50872830,DSSTox_Substance_Id,DTXSID50872830,Methylstyrene,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID50881220,DSSTox_Substance_Id,DTXSID50881220,"2,4,4-Trimethylpentane-1,3-diyl bis(2-methylpropanoate)",1.19719e-11,32.4797,4.22599,297.973,1.0918e-07,0.62433,7.43854,651.083,4.77835,-29.7823,0.00453394,0.0016531
DTXSID50881245,DSSTox_Substance_Id,DTXSID50881245,cis-thujopsene,7.95643e-11,1392.8,84.0986,258.277,0.00526677,30.3864,6.72234,34813.6,4.94016,7.51799,0.00100827,4.2237e-06
DTXSID601018000,DSSTox_Substance_Id,DTXSID601018000,"2(1H)​-​Naphthalenone, octahydro-​4a,​5-​dimethyl-​, (4aα,​5α,​8aβ)​-",1.46904e-11,134.73,5.21971,244.613,0.000129266,0.281485,5.79607,431.647,3.34054,-6.98036,0.0563047,0.000573214
DTXSID60150030,DSSTox_Substance_Id,DTXSID60150030,"Acetamide, N-cyclohexyl-",1.05806e-11,8.94914,5.75414,252.198,2.42672e-08,0.0943333,7.46251,55.7034,0.607527,82.1128,0.010245,0.533765
DTXSID60197142,DSSTox_Substance_Id,DTXSID60197142,"1,1-Dimethoxypropane",2.16444e-11,4.96871,4.13669,92.1869,7.02037e-05,0.248401,3.19008,17.6908,0.753998,-73.3904,57.4223,0.612414
DTXSID6020141,DSSTox_Substance_Id,DTXSID6020141,"2,3-Benzofuran",3.73345e-11,10.225,7.82195,174.092,8.41115e-06,0.116906,4.46811,213.62,2.67061,-18.1618,0.437733,0.0191653
DTXSID6020351,DSSTox_Substance_Id,DTXSID6020351,(E)-Crotonaldehyde,3.61032e-11,4.56104,3.67349,102.918,1.47885e-05,0.15095,2.70074,10.6536,0.68219,-76.0246,30.457,2.07517
DTXSID6020515,DSSTox_Substance_Id,DTXSID6020515,"N,N-Dimethylformamide",1.11698e-12,0.797094,7.57424,152.98,7.35845e-08,0.144706,4.14122,15.761,-1.01029,-60.3111,3.88017,13.691
DTXSID6021402,DSSTox_Substance_Id,DTXSID6021402,"1,2,4-Trimethylbenzene",3.29139e-11,123.343,4.01399,170.017,0.00620397,0.493135,4.53535,846.864,3.62962,-38.3499,2.09577,0.000473872
DTXSID6021616,DSSTox_Substance_Id,DTXSID6021616,1-[2-(2-Methoxy-1-methylethoxy)-1-methylethoxy]-2-propanol,2.53528e-11,1.76746,4.29006,250.022,1.05053e-08,0.341256,7.72161,33.6679,0.834797,-14.8002,0.019946,4.81926
DTXSID6022006,DSSTox_Substance_Id,DTXSID6022006,Hexyl acetate,1.03535e-11,11.516,4.44758,169.2,0.000529646,0.991312,4.58254,107.822,2.95822,-78.8835,1.33115,0.00357292
DTXSID6023280,DSSTox_Substance_Id,DTXSID6023280,Metharbital,5.87438e-12,2.32867,5.16724,255.213,6.14513e-09,0.105089,10.1935,71.8642,1.15113,150.35,0.00204862,0.00837691
DTXSID6024886,DSSTox_Substance_Id,DTXSID6024886,Cyclopentane,5.16964e-12,32.3103,49.8693,49.1984,0.1524,0.485904,2.78104,50.7128,2.9988,-61.0,316.244,0.00226739
DTXSID6024913,DSSTox_Substance_Id,DTXSID6024913,Decane,1.15884e-11,1182.87,8.99194,173.973,0.153501,3.11445,4.32698,454.45,5.01367,-29.5609,1.42658,3.66611e-07
DTXSID6025143,DSSTox_Substance_Id,DTXSID6025143,"2,3-Dimethylphenol",8.01166e-11,9.11215,4.07234,213.895,8.22745e-07,0.110412,6.06675,432.785,2.47591,72.9268,0.0885493,0.0328256
DTXSID6026119,DSSTox_Substance_Id,DTXSID6026119,"1,2,3,5-Tetramethylbenzene",2.60907e-11,106.447,3.0043,199.912,0.0077477,2.50518,4.45104,1475.83,4.09789,15.7863,0.5007,5.98812e-05
DTXSID6026797,DSSTox_Substance_Id,DTXSID6026797,"1,3,5-Trimethylbenzene",5.60236e-11,183.34,3.00739,170.017,0.00867811,2.49295,4.53535,658.527,3.50232,-38.3499,2.50232,0.000408968
DTXSID6026905,DSSTox_Substance_Id,DTXSID6026905,2-(2-Ethoxyethoxy)ethyl acetate,1.22518e-11,2.71929,4.13542,218.411,4.57787e-05,0.214405,4.85765,22.6365,0.454846,-25.0109,0.0989713,5.51152
DTXSID6027266,DSSTox_Substance_Id,DTXSID6027266,Tridecane,1.60055e-11,900.788,12.0308,235.331,0.144541,10.6931,5.81732,1897.74,6.20222,-4.99719,0.0559278,2.54754e-08
DTXSID6027268,DSSTox_Substance_Id,DTXSID6027268,Pentadecane,2.21804e-11,2277.48,25.8827,270.583,0.00309388,27.5597,7.25917,3283.88,7.4539,10.1418,0.00343379,3.61931e-10
DTXSID6027636,DSSTox_Substance_Id,DTXSID6027636,Bis(2-butyl) ether,2.0286e-11,10.5313,6.46305,129.317,0.00255653,1.52426,3.41046,67.7281,3.28735,-99.6978,16.2914,0.00914231
DTXSID6030607,DSSTox_Substance_Id,DTXSID6030607,Acetal,2.43154e-11,2.83686,4.13805,102.303,9.27693e-05,0.804951,3.66428,23.3527,0.839699,-99.5196,27.6759,0.368081
DTXSID60334651,DSSTox_Substance_Id,DTXSID60334651,"Ethyl 2,3-dimethylbutanoate",1.04238e-11,8.9525,4.12608,147.769,0.000431465,0.0939483,3.87341,68.5784,2.64744,-75.4869,6.67057,0.00796713
DTXSID60334838,DSSTox_Substance_Id,DTXSID60334838,1-Butoxy-2-ethylhexane,3.38738e-11,38.1823,4.72633,225.418,0.000979032,2.76641,5.78506,931.618,5.45283,-37.1205,0.754829,0.000705779
DTXSID6038794,DSSTox_Substance_Id,DTXSID6038794,"1,4-Bis(1-methylethenyl)benzene",1.02931e-10,694.151,11.7658,231.007,0.00573525,2.1615,5.56258,3084.44,4.0396,56.544,0.426893,0.000252109
DTXSID6042496,DSSTox_Substance_Id,DTXSID6042496,Trimethyltin chloride,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID6044436,DSSTox_Substance_Id,DTXSID6044436,3-Acetyldihydro-2(3H)-furanone,4.45104e-12,1.47362,4.65503,205.408,5.966e-07,0.104917,4.59003,77.1255,-0.0918642,49.364,0.0118462,1.54812
DTXSID6044727,DSSTox_Substance_Id,DTXSID6044727,N-Cyclohexyl-N-methylcyclohexanamine,1.74332e-11,11.4226,5.67309,264.959,0.000816957,15.0044,6.68338,400.794,3.71043,24.8407,0.058976,0.00102331
DTXSID6047074,DSSTox_Substance_Id,DTXSID6047074,Isobutyl benzoate,1.70657e-11,20.7551,4.92576,241.329,7.83466e-05,0.10572,5.86962,68.7201,3.29564,15.4008,0.0147385,0.00110008
DTXSID6047105,DSSTox_Substance_Id,DTXSID6047105,2-Methoxy-4-methylphenol,8.41344e-11,8.15297,3.50408,221.141,1.31281e-06,0.0972354,6.4796,221.125,1.48392,5.7796,0.0192696,0.0139094
DTXSID6047107,DSSTox_Substance_Id,DTXSID6047107,"3,5,5-Trimethylhexanal",2.58927e-11,171.971,4.44847,172.873,0.000300639,0.163062,4.41525,145.338,3.29149,-46.405,0.0826374,0.00128751
DTXSID6047650,DSSTox_Substance_Id,DTXSID6047650,4-Heptanone,9.88146e-12,11.5283,3.6657,147.343,0.000107874,0.178025,4.04703,41.3125,2.03879,-34.3593,6.05879,0.0376874
DTXSID6049307,DSSTox_Substance_Id,DTXSID6049307,9-Fluorenone,1.26049e-12,54.9415,8.97867,341.467,6.54284e-07,0.225059,7.51226,7196.5,3.57949,84.1771,3.28758e-05,3.99991e-05
DTXSID6050386,DSSTox_Substance_Id,DTXSID6050386,3-Ethyltoluene,1.89253e-11,139.596,3.00734,162.813,0.00824062,1.04713,4.55999,517.785,3.97375,-78.562,3.01787,0.000654507
DTXSID6060343,DSSTox_Substance_Id,DTXSID6060343,"2,3,4-Trimethylpentane",6.93007e-12,284.358,14.9487,113.195,0.378586,8.01415,3.3531,268.764,4.0513,-109.136,27.0406,1.8388e-05
DTXSID6060892,DSSTox_Substance_Id,DTXSID6060892,"Ethanethioamide, N,N-dimethyl-",5.39841e-11,5.41865,23.5713,164.993,6.50951e-07,0.661379,3.2311,71.5008,0.697606,-36.1132,11.623,1.63368
DTXSID6061076,DSSTox_Substance_Id,DTXSID6061076,"Methanethioamide, N,N-dimethyl-",6.29891e-12,5.02275,29.0951,135.507,7.70309e-05,0.216872,2.74885,69.5824,1.49538,-35.0484,7.52225,2.47401
DTXSID6061315,DSSTox_Substance_Id,DTXSID6061315,Benzothiazolone,9.99333e-11,4.48146,5.54034,359.842,1.31734e-07,0.109417,8.36156,434.916,1.76175,139.084,6.97378e-06,0.00636562
DTXSID6062179,DSSTox_Substance_Id,DTXSID6062179,"2,3,4-Trimethoxybenzaldehyde",2.84132e-11,5.8015,3.67772,286.006,2.45537e-07,0.93768,6.08861,119.485,1.44273,47.3549,0.000717659,0.00836086
DTXSID6074704,DSSTox_Substance_Id,DTXSID6074704,O-Decylhydroxylamine,3.37254e-11,8.6062,4.99443,211.825,2.08915e-05,0.790597,7.37091,514.979,3.6963,-17.3008,0.182649,0.0018922
DTXSID60858746,DSSTox_Substance_Id,DTXSID60858746,"1,1,3-Trimethylcyclohexane",8.73224e-12,119.806,10.8637,140.937,0.0825004,6.26421,3.73754,579.616,4.44023,-46.0286,10.8642,1.40241e-05
DTXSID60859773,DSSTox_Substance_Id,DTXSID60859773,"4,7-Methano-1H-indene, octahydro-",2.58541e-11,371.704,997.323,162.017,0.00782601,0.627609,4.60254,4292.02,4.37964,149.163,1.19618,1.41133e-05
DTXSID60864367,DSSTox_Substance_Id,DTXSID60864367,"2,6-Dimethyldecane",2.06407e-11,541.0,6.70032,193.305,0.147194,2.0985,5.0552,752.761,6.1809,-82.6126,2.25052,7.98045e-08
DTXSID60864903,DSSTox_Substance_Id,DTXSID60864903,"4,7-Dimethyloctan-4-ol",2.9901e-11,87.3144,6.14517,201.533,2.55559e-05,0.150717,6.42398,166.867,3.60142,-10.4805,0.314066,0.00198433
DTXSID60870448,DSSTox_Substance_Id,DTXSID60870448,4-Methylhexan-2-one,1.14741e-11,7.31436,4.63577,140.4,9.64443e-05,0.189479,3.38147,56.7972,1.82233,-54.4465,4.98856,0.0438639
DTXSID60873237,DSSTox_Substance_Id,DTXSID60873237,"2,4-Dimethylhexane",6.62393e-12,634.068,6.99932,113.5,0.376451,6.14762,3.4925,376.893,3.83735,-103.572,30.1352,1.35019e-05
DTXSID60880744,DSSTox_Substance_Id,DTXSID60880744,"octane, 2,3,6,7-tetramethyl-",2.02542e-11,644.654,23.3957,183.518,0.150264,6.88452,4.46934,1434.52,5.39867,-60.9084,1.63692,9.24965e-08
DTXSID60881211,DSSTox_Substance_Id,DTXSID60881211,"cyclohexane, 1-ethenyl-1-methyl-2,4-bis(1-methylethenyl)-, [1s-(1alpha,2beta,4beta)]-",1.58528e-10,978.598,3.14302,245.886,0.0106656,11.542,6.08724,2611.68,5.91176,-8.17081,0.205225,1.18933e-05
DTXSID60881216,DSSTox_Substance_Id,DTXSID60881216,"(2Z)-3,7-dimethylocta-2,6-dienal",1.16378e-10,21.8874,4.51242,228.008,5.53111e-05,0.123944,5.00985,91.635,2.99753,12.1481,0.64336,0.0086826
DTXSID701014475,DSSTox_Substance_Id,DTXSID701014475,Tetradecene,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID70147911,DSSTox_Substance_Id,DTXSID70147911,"Octane, 2,2,7,7-tetramethyl-",1.99135e-11,1313.78,17.0,183.942,0.150585,5.74538,4.73619,700.605,5.1679,-50.3463,0.324525,1.09676e-07
DTXSID70147931,DSSTox_Substance_Id,DTXSID70147931,"2,6-Dimethylheptane",8.49747e-12,132.146,15.0287,136.14,0.257702,7.34751,3.77845,430.141,4.69716,-107.274,23.3357,3.57453e-06
DTXSID70168762,DSSTox_Substance_Id,DTXSID70168762,"(R)-(+)-p-(1,2,2-Trimethylcyclopentyl)toluene",2.1253e-11,973.003,3.77336,274.435,0.00248017,2.64177,6.90414,2949.79,5.31039,18.4532,0.0107362,1.73181e-06
DTXSID70183697,DSSTox_Substance_Id,DTXSID70183697,Cyclotetradecane,1.08444e-11,775.505,17.7367,265.436,0.0133006,5.51854,7.05719,7909.08,7.0039,-17.9,0.00011989,1.3985e-08
DTXSID70188081,DSSTox_Substance_Id,DTXSID70188081,4-Ethylstyrene,6.13362e-11,479.087,3.28092,189.694,0.00802377,2.20186,4.43248,2064.96,4.18622,-74.7185,0.942134,0.000222055
DTXSID70189593,DSSTox_Substance_Id,DTXSID70189593,2-tert-Butyl-4-quinone,2.56998e-11,9.94446,5.36868,236.839,4.43992e-05,0.0941435,5.87396,58.6054,2.30373,68.7208,0.0630202,0.0179119
DTXSID7020348,DSSTox_Substance_Id,DTXSID7020348,Coumarin,4.37417e-11,12.6501,3.5583,301.611,5.03851e-08,0.164382,5.71935,267.381,1.39143,68.7105,0.000979981,0.0145818
DTXSID7021029,DSSTox_Substance_Id,DTXSID7021029,N-Nitrosodimethylamine,2.51074e-12,1.68529,7.573,153.955,3.65096e-05,0.150611,1.37594,6.44258,-0.569999,-0.927344,2.71033,13.3634
DTXSID70212976,DSSTox_Substance_Id,DTXSID70212976,2-Methylpyrrole,7.82895e-11,9.63019,4.10152,147.008,9.20141e-06,0.166947,4.80114,25.6178,0.760352,-35.5526,1.66078,1.59987
DTXSID7021491,DSSTox_Substance_Id,DTXSID7021491,Benzonitrile,3.31208e-13,14.4294,6.38894,191.163,3.59627e-05,0.17005,4.29145,47.9672,1.56021,-12.6126,0.766776,0.0441072
DTXSID7021520,DSSTox_Substance_Id,DTXSID7021520,2-[2-(2-Butoxyethoxy)ethoxy]ethanol,3.61021e-11,3.8074,3.67873,277.92,8.02138e-09,0.255365,8.53748,201.715,0.821761,-29.9868,0.00250825,4.83609
