INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,ATMOSPHERIC_HYDROXYLATION_RATE_(AOH)_CM3/MOLECULE*SEC_OPERA_PRED,BIOCONCENTRATION_FACTOR_OPERA_PRED,BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED,BOILING_POINT_DEGC_OPERA_PRED,HENRYS_LAW_ATM-M3/MOLE_OPERA_PRED,OPERA_KM_DAYS_OPERA_PRED,OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED,SOIL_ADSORPTION_COEFFICIENT_KOC_L/KG_OPERA_PRED,OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED,MELTING_POINT_DEGC_OPERA_PRED,VAPOR_PRESSURE_MMHG_OPERA_PRED,WATER_SOLUBILITY_MOL/L_OPERA_PRED
DTXSID2044341,DSSTox_Substance_Id,DTXSID2044341,Spinetoram L,8.64601e-11,13.9416,141.637,473.371,1.38508e-08,1.17085,11.6731,86813.4,3.9805,122.709,1.65882e-10,2.05219e-05
DTXSID2044343,DSSTox_Substance_Id,DTXSID2044343,Pyrasulfotole,1.3842e-11,1.71979,3.54185,336.776,1.99547e-09,0.170686,9.00132,643.397,3.00197,170.128,2.10457e-10,0.000997281
DTXSID2044559,DSSTox_Substance_Id,DTXSID2044559,Profluralin,1.38489e-11,274.405,3.54517,345.191,1.1032e-05,1.05407,8.51893,10230.7,5.57827,32.3691,6.29214e-05,2.8963e-07
DTXSID2045236,DSSTox_Substance_Id,DTXSID2045236,Nadide,3.33375e-11,3.0986,5.66712,348.675,1.88597e-11,0.224087,9.57574,44.4738,-0.0670874,171.277,1.44071e-09,0.975998
DTXSID2047694,DSSTox_Substance_Id,DTXSID2047694,Quinine hydrochloride dihydrate,9.23933e-11,20.7191,57.0533,341.722,2.66716e-09,1.07279,10.6201,3900.56,1.27794,185.519,2.07942e-09,0.000979681
DTXSID2048038,DSSTox_Substance_Id,DTXSID2048038,"Boric acid (H3BO3), polymer with N-decyl-1-decanamine, oxirane and 1,2- propanediol",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID2049848,DSSTox_Substance_Id,DTXSID2049848,Alcohol alkoxylate,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID2052108,DSSTox_Substance_Id,DTXSID2052108,Dimethyl dicarbonate,1.39931e-12,2.57703,4.91099,127.282,2.93732e-05,0.118935,2.81211,36.2045,0.470026,17.789,0.945352,0.284415
DTXSID2052491,DSSTox_Substance_Id,DTXSID2052491,"Calcium di[(2E,4E)-2,4-hexadienoate]",4.11625e-11,3.36698,3.55957,208.787,6.64839e-07,0.130046,4.81182,21.2556,-1.77327,223.31,0.333733,0.0197647
DTXSID2057940,DSSTox_Substance_Id,DTXSID2057940,Fenoxaprop-P,1.71237e-11,3.60713,3.54559,321.625,3.19851e-09,1.76593,10.6423,1354.88,3.56424,158.011,1.34052e-06,0.0118534
DTXSID2057946,DSSTox_Substance_Id,DTXSID2057946,Imazosulfuron,1.29528e-11,7.64959,4.27208,304.537,1.26808e-11,0.581406,9.59078,62.0139,0.630719,176.079,3.37903e-10,1.62586e-05
DTXSID2057990,DSSTox_Substance_Id,DTXSID2057990,Fosetyl,3.12853e-11,4.2458,3.67963,183.993,1.50328e-07,0.0882613,5.91423,6.70048,-2.69676,4.32491,0.0386096,1.03921
DTXSID2057994,DSSTox_Substance_Id,DTXSID2057994,Ethaboxam,2.0205e-11,17.493,6.00777,332.552,2.30718e-10,0.530301,9.43533,85.3558,1.17567,192.976,1.46521e-09,3.89909e-05
DTXSID2058091,DSSTox_Substance_Id,DTXSID2058091,Azocyclotin,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID2058122,DSSTox_Substance_Id,DTXSID2058122,Empenthrin,1.83106e-10,88.4209,3.35174,295.599,1.04828e-05,0.200323,7.38397,3474.84,4.96723,2.42861,0.000104779,4.0796e-07
DTXSID2058128,DSSTox_Substance_Id,DTXSID2058128,Difenacoum,7.49676e-11,823.609,122.722,457.993,4.18402e-09,2.14308,11.6769,122852.0,6.22729,216.083,6.73678e-11,3.79688e-06
DTXSID2058172,DSSTox_Substance_Id,DTXSID2058172,Propaphos,1.63827e-11,2.42429,3.81649,324.245,2.8657e-07,0.297499,10.1902,407.846,3.6689,105.358,9.05745e-07,0.000409095
DTXSID2058178,DSSTox_Substance_Id,DTXSID2058178,Diclobutrazol,1.67521e-11,314.543,3.45265,319.304,2.21642e-09,2.36693,10.8242,641.395,3.79988,147.966,9.17998e-07,2.74946e-05
DTXSID2058201,DSSTox_Substance_Id,DTXSID2058201,Esprocarb,1.52515e-11,267.635,2.68897,294.882,1.16186e-08,0.168273,8.63554,911.129,4.5971,54.4604,7.53911e-06,1.85806e-05
DTXSID2058203,DSSTox_Substance_Id,DTXSID2058203,Ametoctradin,1.73436e-11,9.51642,4.23231,330.767,3.33262e-07,4.00204,10.7426,2214.06,3.28651,131.791,4.91208e-10,5.52604e-07
DTXSID2058207,DSSTox_Substance_Id,DTXSID2058207,Sedaxane,1.74832e-11,84.1383,3.54342,326.657,1.54605e-09,0.711868,10.5292,888.209,4.92117,169.699,4.26373e-09,4.2671e-05
DTXSID2058253,DSSTox_Substance_Id,DTXSID2058253,(-)-cis-Permethrin,3.32366e-11,446.953,3.35145,401.446,2.38712e-08,2.34418,11.6839,63169.8,6.49886,34.2828,2.18894e-08,2.13009e-07
DTXSID2063422,DSSTox_Substance_Id,DTXSID2063422,Tributyltin salicylate,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID2065339,DSSTox_Substance_Id,DTXSID2065339,"Formamide, N-(hydroxymethyl)-",9.72585e-13,3.02842,4.44676,243.315,1.04462e-07,0.0615281,6.97925,7.03481,-1.26583,81.686,0.000100029,4.37103
DTXSID2066856,DSSTox_Substance_Id,DTXSID2066856,"Acetic acid, ammonium copper salt (1:?:?)",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID20694061,DSSTox_Substance_Id,DTXSID20694061,Copper Pyrithione,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID2074742,DSSTox_Substance_Id,DTXSID2074742,Fenpyrazamine,1.15297e-10,24.7158,3.92842,343.226,1.80745e-09,0.775904,11.2005,1176.26,3.10635,166.565,8.83316e-09,6.20077e-05
DTXSID20859476,DSSTox_Substance_Id,DTXSID20859476,3-Thujanone,1.47526e-11,47.4088,3.56135,207.414,9.07909e-05,0.0821565,4.82776,1396.6,2.82446,76.6441,0.41338,0.00894654
DTXSID20866822,DSSTox_Substance_Id,DTXSID20866822,3-(Benzenesulfonyl)-2-chloroprop-2-enenitrile,5.71504e-11,9.40505,5.14,339.41,9.34683e-08,0.10148,7.41861,191.174,1.93507,149.685,0.000604765,0.000606581
DTXSID20872367,DSSTox_Substance_Id,DTXSID20872367,"Quaternary ammonium compounds, C12-18-alkyl[(ethylphenyl)methyl]dimethyl, chlorides",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID20889617,DSSTox_Substance_Id,DTXSID20889617,Disodium phosphite,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID20894968,DSSTox_Substance_Id,DTXSID20894968,Mandestrobin,2.00661e-11,18.5879,3.35483,350.993,4.39979e-09,0.902802,10.6171,1089.27,2.84205,118.776,1.18055e-07,1.6816e-05
DTXSID20912010,DSSTox_Substance_Id,DTXSID20912010,"1-(5-Amino-5-deoxyhexodialdo-1,4-furanosyl)-4-hydroxy-2-oxo-1,2-dihydropyrimidine-5-carboxylic acid",2.43703e-11,2.9076,3.54254,333.385,1.48175e-11,0.14169,9.47525,70.1482,-1.51275,189.214,1.2775e-10,0.3258
DTXSID2093823,DSSTox_Substance_Id,DTXSID2093823,Laminaran,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID2095526,DSSTox_Substance_Id,DTXSID2095526,"Tar acids, coal, crude",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID20963183,DSSTox_Substance_Id,DTXSID20963183,2-Hydroxybenzoic acid--N-ethylethanamine (1/1),3.63799e-12,4.16166,4.0765,255.158,8.79951e-08,0.101332,7.4432,37.6361,0.975858,135.552,8.14198e-05,0.107225
DTXSID20975463,DSSTox_Substance_Id,DTXSID20975463,1-Hexadecylpyridin-1-ium chloride--water (1/1/1),1.51421e-11,476.33,10.7474,327.749,9.86764e-07,7.82839,9.88221,5399.58,6.09185,42.5267,4.41554e-06,5.41489e-09
DTXSID20984015,DSSTox_Substance_Id,DTXSID20984015,"N-(3,4-Dichlorophenyl)-6-hydroxy-1,3-dimethyl-2,4-dioxo-1,2,3,4-tetrahydropyrimidine-5-carboxamide",8.13303e-12,12.9764,3.35716,355.589,1.03438e-10,0.738867,10.2833,416.196,1.95832,138.036,8.25106e-11,7.04131e-05
DTXSID30101453,DSSTox_Substance_Id,DTXSID30101453,"Amines, N-tallow alkyltrimethylenedi-, diacetates",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID301014954,DSSTox_Substance_Id,DTXSID301014954,"(7Z,9E)-Dodeca-7,9-dienyl acetate",1.04885e-10,455.046,5.16669,259.839,7.46431e-06,1.04841,7.25817,1732.79,4.80246,-38.8617,0.00315002,9.88356e-06
DTXSID301016481,DSSTox_Substance_Id,DTXSID301016481,"Glycine, N-​(phosphonomethyl)​-​, potassium salt (1:?)",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID301016748,DSSTox_Substance_Id,DTXSID301016748,"Disulfide, chloromethyl octyl",2.77378e-11,1559.95,35.6862,262.772,0.000539263,1.60137,7.44492,1884.39,4.48363,-35.1191,0.0159275,1.89424e-05
DTXSID301016750,DSSTox_Substance_Id,DTXSID301016750,"1,3-Propanediamine, N-(3-aminopropyl)-N-octyl-",8.99608e-12,33.8223,6.03974,274.073,3.46692e-06,0.551391,8.38995,1463.19,3.25764,34.8263,0.00101982,0.00184257
DTXSID301018382,DSSTox_Substance_Id,DTXSID301018382,Extract of Tagetes erecta,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID30105875,DSSTox_Substance_Id,DTXSID30105875,"Distillates (petroleum), heavy thermal cracked, polymers with C8-16-cycloalkadiene conc. debenzenized light steam-cracked petroleum naphtha and methylstyrene",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID30183153,DSSTox_Substance_Id,DTXSID30183153,"1-(1,3-Benzothiazol-2-yl)-3-isopropylurea",1.41221e-11,7.12753,4.28941,288.756,1.94647e-10,0.236642,9.19194,330.549,2.11108,216.12,2.7881e-08,0.00013586
DTXSID3020047,DSSTox_Substance_Id,DTXSID3020047,Allyl isothiocyanate,4.34655e-11,6.93329,3.99177,152.011,9.57499e-06,0.0990062,2.25988,19.5071,1.14149,-79.815,3.71715,0.020338
DTXSID3020097,DSSTox_Substance_Id,DTXSID3020097,Aramite,1.569e-11,151.326,3.65201,371.995,5.3832e-06,0.638858,10.922,2115.91,4.20907,-31.5483,2.33104e-06,1.79774e-06
DTXSID3020207,DSSTox_Substance_Id,DTXSID3020207,Dinoseb,1.06391e-11,61.6372,4.56927,332.006,6.29344e-08,0.182175,8.75898,503.534,3.55916,40.6573,6.83956e-05,0.000274628
DTXSID3020415,DSSTox_Substance_Id,DTXSID3020415,"1,2-Dibromoethane",2.50777e-13,15.119,18.1321,131.516,0.000650543,0.147962,3.65451,51.3224,1.96121,9.22996,11.2864,0.0210842
DTXSID3020548,DSSTox_Substance_Id,DTXSID3020548,Dodine,2.07831e-11,78.8174,5.96913,255.147,3.49089e-09,0.181987,8.32201,1240.5,1.1501,136.0,1.50969e-07,0.00246169
DTXSID3020621,DSSTox_Substance_Id,DTXSID3020621,"(R,R)-Fenvalerate",2.50205e-11,707.188,3.54557,434.889,8.2251e-08,4.89496,11.6877,5415.87,6.1996,52.3713,1.50119e-09,3.05987e-09
DTXSID3020679,DSSTox_Substance_Id,DTXSID3020679,Heptachlor,5.9432e-11,8708.86,146.66,310.062,0.000292218,28.2576,7.7734,23997.2,6.09905,95.5231,0.000395431,3.81715e-07
DTXSID3020914,DSSTox_Substance_Id,DTXSID3020914,1-Naphthaleneacetamide,1.61967e-11,6.08685,4.69465,301.898,2.0253e-09,0.198741,8.57204,100.37,0.976849,184.049,3.59353e-06,0.000438111
DTXSID3021514,DSSTox_Substance_Id,DTXSID3021514,Butanedial,2.87826e-11,1.56378,6.11804,102.091,1.29911e-07,0.148203,3.23539,17.9376,-0.341033,5.16221,6.54303,2.36772
DTXSID3021805,DSSTox_Substance_Id,DTXSID3021805,Piperine,3.38709e-11,12.9634,3.35896,342.138,1.85087e-07,0.85804,9.25236,1352.87,2.72181,131.368,6.57678e-07,0.000346778
DTXSID3022247,DSSTox_Substance_Id,DTXSID3022247,Nerolidol,1.74473e-10,113.758,3.34758,275.994,9.99494e-07,0.535526,9.25143,1025.76,4.86179,28.6312,0.00653336,0.00244526
DTXSID3022326,DSSTox_Substance_Id,DTXSID3022326,Rutin,2.50746e-11,3.8939,146.539,371.601,1.98072e-11,0.451518,9.60073,984.979,-0.134141,224.017,2.24773e-09,0.0333593
DTXSID3023922,DSSTox_Substance_Id,DTXSID3023922,Boron,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID3024075,DSSTox_Substance_Id,DTXSID3024075,Diquat dibromide,4.33939e-11,5.75841,14.828,325.048,0.000122358,2.5026,7.37078,506.619,-2.29737,336.819,1.00741e-08,0.282318
DTXSID3024108,DSSTox_Substance_Id,DTXSID3024108,Flurprimidol,1.7401e-11,1.93346,3.55147,264.055,8.19335e-09,0.672744,9.62224,719.908,3.34002,95.0001,3.62357e-07,0.000364583
DTXSID3024235,DSSTox_Substance_Id,DTXSID3024235,Flusilazole,1.61573e-11,63.8364,200.596,348.793,2.70159e-07,0.625172,8.52515,1657.38,3.70142,54.0469,2.9314e-07,0.000149013
DTXSID3024318,DSSTox_Substance_Id,DTXSID3024318,Terbutryn,1.56058e-11,14.4783,3.36382,338.78,2.31627e-08,0.144713,9.11799,707.383,3.5607,103.884,1.68935e-06,0.000103316
DTXSID3024653,DSSTox_Substance_Id,DTXSID3024653,beta-Bromo-beta-nitrostyrene,1.31117e-11,56.6003,4.08466,276.939,7.52346e-07,0.826937,5.7123,388.753,2.55338,96.765,0.00130248,0.000714668
DTXSID3026647,DSSTox_Substance_Id,DTXSID3026647,4-Hydroxybenzoic acid,3.65046e-12,4.83889,4.09342,257.832,4.55185e-10,0.100484,8.07562,27.0476,1.57746,213.826,1.9435e-07,0.0375323
DTXSID3026988,DSSTox_Substance_Id,DTXSID3026988,Glyceryl trioleate,1.8645e-10,50.9063,141.935,483.071,4.97901e-07,2.08765,11.6721,29779.8,7.36808,-1.26764,1.01278e-08,7.33947e-08
DTXSID3027320,DSSTox_Substance_Id,DTXSID3027320,Sodium 4-nitrophenolate,1.15545e-12,11.3561,4.0957,278.91,4.20765e-10,0.251436,6.11321,233.12,-1.51785,96.2665,9.97059e-05,0.0967929
DTXSID30274196,DSSTox_Substance_Id,DTXSID30274196,"(2Z,6E)-3,7,11-Trimethyldodeca-2,6,10-trien-1-ol",2.24375e-10,103.469,4.53509,277.705,1.59716e-06,0.528646,8.53825,1294.2,4.91156,21.7821,0.00229965,7.92083e-05
DTXSID3028217,DSSTox_Substance_Id,DTXSID3028217,"Distillates, petroleum, hydrotreated heavy naphthenic",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID3028760,DSSTox_Substance_Id,DTXSID3028760,"Quaternary ammonium compounds, (oxydi-2,1-ethanediyl)bis[coco alkyldimethyl, dichlorides",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID3032042,DSSTox_Substance_Id,DTXSID3032042,Silver nitrate,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID3032331,DSSTox_Substance_Id,DTXSID3032331,Bis(trichloromethyl)sulfone,1.15189e-14,1543.41,16.811,231.515,0.000232456,10.8768,5.77324,98.8596,3.30117,135.943,119.372,0.00716158
DTXSID3032337,DSSTox_Substance_Id,DTXSID3032337,Butralin,1.38032e-11,508.208,3.55332,336.003,7.99842e-07,1.23076,10.3103,9539.45,4.92938,60.0555,1.27506e-05,2.28793e-06
DTXSID3032389,DSSTox_Substance_Id,DTXSID3032389,Farnesol,2.24375e-10,103.469,4.53509,277.705,1.59716e-06,0.528646,8.53825,1294.2,4.91156,21.7821,0.00229965,7.92083e-05
DTXSID3032410,DSSTox_Substance_Id,DTXSID3032410,"Hexadeca-7,11-dien-1-yl acetate (Z,E)-",1.37649e-10,515.714,5.72342,339.065,2.97044e-07,0.867136,8.9551,2506.16,6.83234,-24.5004,6.88345e-06,1.02978e-06
DTXSID3032416,DSSTox_Substance_Id,DTXSID3032416,Cybutryne,1.60963e-11,19.9365,3.18407,334.24,2.22768e-08,0.150699,9.2078,621.851,3.68008,96.3592,1.64074e-06,0.000147411
DTXSID3032541,DSSTox_Substance_Id,DTXSID3032541,Diiodomethyl 4-methylphenyl sulfone,2.46989e-12,53.0834,4.96851,331.733,1.12513e-05,0.210893,8.18197,960.466,3.70247,44.9341,7.89462e-05,0.000318413
DTXSID3032545,DSSTox_Substance_Id,DTXSID3032545,2-(Decylthio)ethanamine hydrochloride,2.45242e-11,1442.83,4.86583,283.17,2.05388e-05,0.372588,8.84151,1384.65,1.18147,214.164,0.00598826,0.000289329
DTXSID3032547,DSSTox_Substance_Id,DTXSID3032547,Etridiazole,1.43414e-11,3.35339,4.79223,188.092,2.92052e-06,1.71815,6.65738,996.311,3.36811,20.0015,0.00010045,0.000432985
DTXSID3032549,DSSTox_Substance_Id,DTXSID3032549,Fenhexamid,1.69837e-11,95.8645,6.36354,333.322,1.59158e-10,0.707635,9.2171,4716.54,3.51253,221.12,3.43814e-08,6.66403e-05
DTXSID3032591,DSSTox_Substance_Id,DTXSID3032591,"1-Bromo-3-chloro-5,5-dimethylhydantoin",7.45382e-12,3.16337,4.93427,239.059,7.95197e-05,4.80433,6.9062,50.305,1.93079,163.454,0.00486871,0.00773676
DTXSID3032620,DSSTox_Substance_Id,DTXSID3032620,Hexaflumuron,1.38192e-11,61.1229,3.54695,254.006,6.22761e-12,0.468002,9.50887,708.103,5.67693,203.463,4.38747e-07,5.88975e-08
DTXSID3032624,DSSTox_Substance_Id,DTXSID3032624,Kinoprene,1.04372e-10,738.679,4.6528,320.332,9.58564e-07,0.867405,8.41416,1403.92,5.81761,20.3358,7.22218e-06,3.78222e-06
DTXSID3032626,DSSTox_Substance_Id,DTXSID3032626,Methiocarb,1.4457e-11,34.1692,3.5316,291.275,1.1841e-09,0.0958216,9.5407,208.272,2.91751,119.694,2.72815e-07,0.00010167
DTXSID3032670,DSSTox_Substance_Id,DTXSID3032670,(R)-Mecoprop,1.3932e-11,3.69217,3.53297,297.982,1.65471e-09,0.0819801,8.6654,20.0971,3.12858,94.6045,1.90404e-05,0.00741697
DTXSID3032678,DSSTox_Substance_Id,DTXSID3032678,Avermectin,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID3034294,DSSTox_Substance_Id,DTXSID3034294,Dichlorflurenol-methyl,3.00981e-11,80.4484,37.3389,342.55,1.35829e-09,1.31859,10.6412,591.4,3.69903,78.8747,6.11132e-08,5.12129e-05
DTXSID3034298,DSSTox_Substance_Id,DTXSID3034298,Mefluidide-diolamine,1.84572e-11,1.48309,5.17182,263.136,2.01404e-11,0.60549,8.98433,199.872,0.543341,180.702,4.58725e-09,0.000575797
DTXSID3034329,DSSTox_Substance_Id,DTXSID3034329,Amicarbazone,1.83603e-11,2.64233,4.28636,302.751,3.36184e-09,0.18032,8.12006,32.7591,1.51445,258.581,8.61677e-07,0.0191579
DTXSID3034402,DSSTox_Substance_Id,DTXSID3034402,Butachlor,1.99937e-11,309.042,4.92521,326.293,4.8868e-08,0.192014,10.8342,724.3,4.49699,-2.7295,2.88382e-06,6.74755e-05
DTXSID3034408,DSSTox_Substance_Id,DTXSID3034408,"Cacodylic acid, sodium salt",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID3034458,DSSTox_Substance_Id,DTXSID3034458,Clethodim,1.14119e-10,123.845,6.52814,337.283,8.21193e-09,0.515638,10.6214,2904.31,4.51728,71.6605,8.91542e-08,0.014894
DTXSID3034531,DSSTox_Substance_Id,DTXSID3034531,Thiophanate,1.39159e-11,9.80721,4.6694,265.066,1.66321e-10,0.291998,9.42933,368.547,1.01211,168.679,2.52226e-08,0.000172424
DTXSID3034583,DSSTox_Substance_Id,DTXSID3034583,Ethyl 1-naphthaleneacetate,1.43932e-11,66.1942,3.5363,327.212,1.74473e-07,0.326049,7.37947,301.837,3.43351,87.6958,0.000103612,0.000110114
DTXSID3034610,DSSTox_Substance_Id,DTXSID3034610,Flazasulfuron,1.66602e-11,2.59101,4.62718,243.66,8.1297e-11,0.366778,9.44791,63.5882,1.99937,180.0,1.943e-10,0.00514195
DTXSID3034612,DSSTox_Substance_Id,DTXSID3034612,Fluazifop-butyl,1.3344e-11,46.8316,5.13994,354.083,3.50408e-08,3.50237,9.86272,4174.76,4.49985,9.15205,4.12361e-07,2.76181e-06
DTXSID3034614,DSSTox_Substance_Id,DTXSID3034614,Flucarbazone-sodium,7.14056e-12,1.59021,4.62408,243.986,1.49542e-11,0.657045,11.3864,37.351,2.31283,176.472,6.39271e-08,0.104422
DTXSID3034662,DSSTox_Substance_Id,DTXSID3034662,Imazalil sulfate,5.74952e-11,35.1016,3.35742,346.993,1.32081e-05,4.21194,9.83676,5334.19,0.35931,152.737,1.20175e-06,0.000613441
DTXSID3034799,DSSTox_Substance_Id,DTXSID3034799,Paraquat,4.22674e-11,1.91512,8.29905,319.52,0.000192882,3.82851,7.43163,1067.05,3.24166,145.857,0.000455755,2.76404
DTXSID3034828,DSSTox_Substance_Id,DTXSID3034828,Polyethoxylated isooctadecanol,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID3034872,DSSTox_Substance_Id,DTXSID3034872,Chloridazon,2.04027e-11,7.9564,3.33873,332.137,6.42504e-10,0.0757572,8.49864,120.215,1.1718,205.058,4.51484e-07,0.00158841
DTXSID3034903,DSSTox_Substance_Id,DTXSID3034903,Sodium bromide,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID3034957,DSSTox_Substance_Id,DTXSID3034957,Tetraethyl pyrophosphate,3.17217e-11,1.6129,5.15604,287.19,3.52121e-07,0.217983,8.8636,66.9794,0.83583,1.32987,0.000259565,3.43463
DTXSID3035002,DSSTox_Substance_Id,DTXSID3035002,Uniconazole-P,2.87765e-11,113.485,3.17655,322.023,3.00773e-10,1.69446,10.5726,350.929,3.66889,152.983,3.89146e-05,2.89969e-05
DTXSID3035052,DSSTox_Substance_Id,DTXSID3035052,Emamectin,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID3035266,DSSTox_Substance_Id,DTXSID3035266,(Z)-Tetradec-11-enyl acetate,5.16536e-11,816.781,5.71817,284.556,7.30047e-07,1.82102,8.41366,1807.45,6.3775,-21.3529,0.000107956,8.44943e-06
DTXSID3035341,DSSTox_Substance_Id,DTXSID3035341,"1,3-Dibromo-5,5-dimethylhydantoin",7.44792e-12,3.17801,6.70987,259.311,3.12799e-05,1.0284,7.57291,47.2138,1.94231,129.081,0.000333894,0.0102872
DTXSID3036496,DSSTox_Substance_Id,DTXSID3036496,Levonorgestrel,7.74985e-11,54.4919,97.3795,332.856,4.07436e-09,3.40662,11.1477,528361.0,3.06722,222.732,1.92831e-09,5.55771e-06
DTXSID3037545,DSSTox_Substance_Id,DTXSID3037545,Ethiofencarb,1.41774e-11,7.47265,3.52829,290.635,3.09174e-09,0.0953524,9.59837,123.851,2.0415,34.0591,6.98842e-06,0.00817811
DTXSID3037599,DSSTox_Substance_Id,DTXSID3037599,Spinosyn D,8.66355e-11,27.3712,141.585,472.848,1.39202e-08,1.16926,11.6733,86979.7,3.89775,122.657,1.65033e-10,2.03232e-05
DTXSID3037703,DSSTox_Substance_Id,DTXSID3037703,Pyrithiobac,1.06338e-11,3.31419,3.34772,332.252,4.9883e-10,1.07552,10.6883,14.2386,2.63819,149.61,1.12301e-06,2.05821
DTXSID3039406,DSSTox_Substance_Id,DTXSID3039406,Picloram isooctyl ester,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID3040350,DSSTox_Substance_Id,DTXSID3040350,Tributyltin neodecanoate,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID3040352,DSSTox_Substance_Id,DTXSID3040352,Dinocap,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID3040801,DSSTox_Substance_Id,DTXSID3040801,(+/-)-Indoxacarb,2.07586e-11,4.58268,5.69196,349.973,2.1634e-08,6.27325,11.6823,4317.56,4.64653,140.45,2.3547e-10,3.82816e-07
DTXSID3041243,DSSTox_Substance_Id,DTXSID3041243,"N-(3-Aminopropyl)-N-dodecylpropane-1,3-diamine",9.11616e-12,758.849,8.67837,305.545,1.0542e-07,0.378309,9.23323,1282.97,5.05751,32.7765,0.000688393,0.000909044
DTXSID3041320,DSSTox_Substance_Id,DTXSID3041320,"2,3,4,5-Bisbutylene tetrafurfural",1.13364e-10,11.6718,3.55732,306.93,9.29596e-05,5.42638,7.05683,2688.08,2.13665,-79.4664,1.68538e-05,0.00366306
DTXSID3041376,DSSTox_Substance_Id,DTXSID3041376,Tridemorph,1.6517e-11,901.513,8.63193,315.8,6.52184e-07,6.18465,8.84079,1508.61,5.59474,-16.1378,1.05891e-05,0.000146159
DTXSID3041457,DSSTox_Substance_Id,DTXSID3041457,3-(Butylacetylamino)propionic acid,5.77758e-12,2.86182,4.66476,270.433,4.2081e-09,0.242533,8.62958,36.2361,1.23654,63.1342,0.000815476,0.145478
DTXSID3041584,DSSTox_Substance_Id,DTXSID3041584,Acrinathrin,6.68986e-11,38.6237,4.4792,411.487,5.29163e-08,8.1253,11.7206,174631.0,5.89113,81.4765,3.31215e-10,1.72972e-08
DTXSID3041613,DSSTox_Substance_Id,DTXSID3041613,Azaconazole,1.64322e-11,23.1605,4.24558,335.022,3.39242e-07,5.71462,8.99173,92.357,2.32078,81.7334,2.06282e-07,0.00100077
DTXSID3041615,DSSTox_Substance_Id,DTXSID3041615,Aziprotryne,1.34687e-11,3.34581,3.5442,288.568,6.41491e-08,0.321236,8.69184,202.604,2.99833,196.552,4.54915e-07,0.000245429
DTXSID3041617,DSSTox_Substance_Id,DTXSID3041617,Barban,1.5372e-11,51.9741,3.52337,282.882,1.59074e-09,0.103564,9.698,1144.8,3.00509,75.0894,3.83195e-07,4.34854e-05
DTXSID3041619,DSSTox_Substance_Id,DTXSID3041619,Benalaxyl,2.09789e-11,59.9447,3.35688,378.305,1.30216e-08,0.472165,11.526,3457.81,3.4007,79.0252,9.87081e-06,0.000103321
DTXSID3041665,DSSTox_Substance_Id,DTXSID3041665,Benzylhexadecyldimethylammonium chloride,2.83484e-11,235.987,14.2908,381.784,8.38606e-07,3.75778,10.6804,10110.9,2.26088,119.488,3.59366e-06,1.56095e-08
DTXSID3041798,DSSTox_Substance_Id,DTXSID3041798,Coumafuryl,1.76105e-11,21.7157,3.35124,368.027,4.53242e-09,0.183208,10.2605,933.632,2.49819,124.107,2.44378e-07,0.0018107
DTXSID3041902,DSSTox_Substance_Id,DTXSID3041902,Ditalimfos,1.08826e-11,9.09591,7.38685,356.02,3.07533e-10,0.237188,10.7068,599.32,3.47322,60.0224,3.04194e-07,0.000443906
DTXSID3041906,DSSTox_Substance_Id,DTXSID3041906,Benzyldodecylbis(2-hydroxyethyl)ammonium chloride,2.83139e-11,433.272,12.9274,345.381,1.72217e-09,0.397275,9.41585,17439.6,0.309406,108.097,8.09918e-08,0.000182682
DTXSID3041908,DSSTox_Substance_Id,DTXSID3041908,Drazoxolon,1.82943e-11,41.9429,3.52605,314.762,1.68553e-09,0.348095,6.56208,196.098,2.60361,167.847,2.6359e-06,0.000324578
